block_key,block_size
title_bigram::switch::dgs,2
title2::carbide::175r,2
brand_token::corsair::carbide,2
title_bigram::qn65q70tafxza::class,2
brand_token::newera::era,2
brand_token::newera::nfl,2
brand_title::newera::era,2
title_bigram::sandisk::ultra,2
title_bigram::series::ll140,2
brand_token::lexmark::high,2
brand_token::lexmark::x945x2kg,2
title2::lexmark::x945x2kg,2
title_bigram::logitech::g533,2
title_bigram::gaming::headset,2
title_bigram::rugged::thunderbolt,2
brand_token::lacie::mobile,2
title_bigram::pro::uhs,2
title_bigram::camera::micro,2
title_bigram::uvc::micro,2
title_bigram::micro::ubiquiti,2
brand_token::xiaomi::note,2
title_bigram::cartridge::xxl,2
title_bigram::cyan::inkjet,2
title_bigram::atrament::wp4000,2
title_token::mainboard,2
brand_token::cisco::sfp,2
title2::uvc::micro,2
title_token::g533,2
brand_title::lacie::rugged,2
title_bigram::ball::2225,2
title_bigram::2225::extra,2
title_token::2225,2
title_bigram::ball::extra,2
title_bigram::pro::poe,2
title_bigram::pro::802,2
title_bigram::sata3::mx500,2
brand_token::tp link::t9uh,2
title_bigram::artemis::spectrum,2
title_token::artemis,2
title_token::3000,2
title_bigram::ddr4::3000mhz,2
brand_token::garmin::plus,2
title2::garmin::nix,2
title_bigram::garmin::nix,2
title_bigram::logitech::g633,2
brand_token::logitech::g633,2
title_bigram::micro::sdhc,2
title2::samsung::qn65q70tafxza,2
title_bigram::samsung::qn65q70tafxza,2
title_bigram::link::ac1900,2
title2::link::ac1900,2
brand_token::tp link::adapter,2
title_token::qn65q70tafxza,2
brand_token::samsung::qn65q70tafxza,2
brand_token::samsung::class,2
title_bigram::class::q70t,2
title_token::cap,2
title_token::spectrum,2
title_bigram::g633::artemis,2
title2::logitech::g633,2
brand_token::shimano::press,2
title_bigram::mt800::press,2
title_token::sapca,2
title_bigram::sapca::era,2
title2::sapca::era,2
title_token::mvk500am,2
title_bigram::manfrotto::mvk500am,2
title2::manfrotto::mvk500am,2
title_bigram::filter::apple,2
title_bigram::apc::replacement,2
title2::brother::lc1220bk,2
title_bigram::lc1220bk::ink,2
title_token::hollowtech,2
title2::shimano::deore,2
title_bigram::deore::mt800,2
title_token::press,2
title2::fluid::video,2
brand_token::razer::gaming,2
title_bigram::svart::lc1220bk,2
brand_token::brother::svart,2
brand_token::epson::t7012,2
title_bigram::4500::inkjet,2
brand_token::epson::4500,2
title_bigram::filter::macbook,2
title2::ssd::250gb,2
title_bigram::ssd::250gb,2
brand_token::crucial::sata,2
title_bigram::slinky::nickel,2
title_token::nickel,2
title_bigram::rgb::atx,2
title_bigram::video::system,2
title_token::system,2
title_bigram::aaa::replica,2
title2::shimano::hg601,2
title_bigram::hg601::chain,2
title_bigram::chain::speed,2
title_bigram::hg601::speed,2
title_bigram::shimano::bicycle,2
brand_title::omega::omega,2
brand_token::omega::omega,2
title_token::cl41,2
brand_token::canon::multi,2
brand_token::lacie::thunderbolt,2
brand_token::lacie::type,2
title_token::shifter,2
title_bigram::speed::trigger,2
brand_token::qbp::eagle,2
title_token::aaa,2
title_bigram::placa::video,2
title_bigram::5500::8gb,2
title_bigram::deathadder::ergonomic,2
brand_token::corsair::8gb,2
title2::canon::ink,2
title_bigram::canon::ink,2
brand_token::canon::cl41,2
title_token::multi,2
title_token::ergonomic,2
title_bigram::asus::nvidia,2
title2::asus::nvidia,2
title_bigram::dual::geforce,2
title2::sigma::art,2
title_bigram::sigma::art,2
brand_token::gigabyte::5500,2
title_token::graphics,2
title_bigram::datatraveller::100,2
title_token::datatraveller,2
title_bigram::magenta::t7023,2
brand_token::epson::t7023,2
brand_token::epson::high,2
title_token::100mm,2
brand_token::canon::macro,2
brand_token::canon::100mm,2
title2::monitor::samsung,2
title_token::4ms,2
title_bigram::monitor::samsung,2
title_bigram::chain::brute,2
title_token::data,2
title2::kingston::256gb,2
title_bigram::kingston::256gb,2
title_bigram::100::256gb,2
title_bigram::uvc::led,2
title_bigram::series::275r,2
title2::carbide::series,2
title_bigram::carbide::series,2
title_bigram::35mm::art,2
brand_token::western digital::book,2
title_bigram::1230::cassette,2
brand_token::sram::1230,2
brand_token::omega::seamaster,2
brand_token::omega::diver,2
brand_token::omega::300m,2
title2::aaa::replica,2
title_token::replica,2
title_token::c27f390,2
title_bigram::samsung::c27f390,2
title_bigram::led::range,2
title_token::grey,2
brand_token::garmin::010,2
title_bigram::airpods::2nd,2
title_bigram::micro::extreme,2
brand_token::logitech::ultra,2
brand_token::razer::viper,2
title_token::qhd,2
title2::benq::sw2700pt,2
title_bigram::long::length,2
title_token::clamp,2
title_bigram::long::clamp,2
brand_token::ram::ram,2
title_bigram::extreme::micro,2
brand_token::sandisk::micro,2
title_bigram::fenix::pro,2
brand_token::garmin::pro,2
brand_title::benq::benq,2
title_bigram::unifi::uvc,2
brand_title::ubiquiti::unifi,2
title_token::1080,2
title_bigram::fenix::010,2
title_token::orologio,2
title_bigram::length::double,2
title_token::length,2
title_bigram::nikkor::50mm,2
title_bigram::tool::mini,2
title_bigram::lightweight::fluid,2
brand_token::manfrotto::mvh500ah,2
title_bigram::mvh500ah::lightweight,2
title_token::t7023,2
title2::airpods::wireless,2
brand_token::benq::benq,2
title_bigram::port::giga,2
brand_token::jabra::headset,2
brand_token::ram mounts::round,2
title_token::processore,2
brand_token::tp link::porturi,2
title_token::porturi,2
title_bigram::ram::round,2
title2::ram::round,2
title_token::brute,2
title_bigram::mini::chain,2
brand_token::park tool::chain,2
title_token::300,2
title_bigram::shimano::hg95,2
title2::sram::guide,2
title_bigram::sram::guide,2
brand_title::tp link::switch,2
brand_token::park tool::tool,2
title_token::mhz,2
title_bigram::1600::mhz,2
title_token::valueram,2
title_bigram::kingston::valueram,2
title2::kingston::valueram,2
title2::epson::epson,2
title_bigram::ink::epson,2
title_bigram::sony::240mm,2
title_token::120,2
title_token::dhr2,2
brand_token::maxxis::dhr2,2
title_bigram::minion::dhr2,2
brand_token::maxxis::dhr,2
brand_token::park tool::park,2
brand_title::park tool::park,2
title_token::gige,2
title_bigram::2960::gige,2
brand_token::daddario::ej17,2
brand_token::epson::matt,2
title_token::t6368,2
brand_token::epson::t6368,2
title2::seagate::6tb,2
title_bigram::seagate::6tb,2
title2::amd::am4,2
title_bigram::lpx::16gb,2
title_token::monochrome,2
brand_token::intel::9700f,2
title_token::9th,2
title_bigram::9700f::9th,2
title_token::lan,2
title2::c2960x::24td,2
title_bigram::chain::hg95,2
title_token::t596800,2
brand_token::asus::am4,2
title_bigram::1tb::970,2
title_bigram::evo::2280,2
brand_token::samsung::evo,2
brand_token::samsung::1tb,2
title_bigram::am4::x570,2
title_bigram::base::amps,2
brand_token::ram mounts::plate,2
title2::pen::drive,2
title_bigram::uvc::bullet,2
title_token::bullet,2
brand_token::ubiquiti::bullet,2
brand_token::shimano::hg95,2
title2::bicycle::chain,2
title_bigram::hikvision::3e0105p,2
title2::hikvision::3e0105p,2
title2::logitech::b100,2
title_bigram::optical::mouse,2
title_token::xtr,2
title2::crucial::4gb,2
title_bigram::xtr::dura,2
title2::link::wn725n,2
title_bigram::port::unmanaged,2
title_bigram::crucial::4gb,2
brand_title::coolermaster::cooler,2
brand_token::tp link::point,2
title_token::wa901nd,2
title_bigram::link::wa901nd,2
title2::link::wa901nd,2
title_bigram::wireless::access,2
title2::coolermaster::masterliquid,2
title_token::coolermaster,2
title_bigram::coolermaster::masterliquid,2
title_bigram::advanced::aluminum,2
title_bigram::poe::switch,2
title_token::unmanaged,2
title_bigram::hikvision::port,2
title2::hikvision::port,2
brand_token::sram::brake,2
title_token::avid,2
title2::headset::audio,2
title_bigram::headset::audio,2
title2::hyperx::fury,2
title_bigram::fury::series,2
title_token::10sp,2
brand_token::cooler master::ml120r,2
title_token::4x6,2
title_bigram::pro::platinum,2
title_token::platinum,2
title_bigram::photo::paper,2
brand_token::canon::101,2
brand_token::canon::paper,2
title_bigram::101::photo,2
title_token::paper,2
brand_token::coolermaster::masterliquid,2
title_bigram::mouse::b100,2
brand_token::tp link::450mbps,2
brand_token::apple::adapter,2
brand_token::canon::photo,2
title_bigram::sg1024::port,2
title_token::t6364,2
brand_token::apple::digital,2
title_bigram::ups::3000va,2
title_token::smx,2
title_bigram::ups::smx,2
title_bigram::evans::tt14ec2s,2
title2::evans::tt14ec2s,2
title_token::tt14ec2s,2
title_bigram::dura::ace,2
title_token::ace,2
title_bigram::wn725n::nano,2
title_bigram::ultra::webcam,2
title_token::hdmi,2
title_bigram::6701::speed,2
title_bigram::chain::6701,2
title_bigram::wireless::link,2
title_bigram::link::150mbps,2
brand_token::cooler master::lite,2
