cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency
c5,baseline,310,"[""r24"", ""r25"", ""r26"", ""r27"", ""r28"", ""r29"", ""r48"", ""r49"", ""r50"", ""r51"", ""r52"", ""r53"", ""r78"", ""r79"", ""r80"", ""r81"", ""r82"", ""r83"", ""r90"", ""r91"", ""r92"", ""r93"", ""r94"", ""r95"", ""r114"", ""r116"", ""r117"", ""r118"", ""r120"", ""r121"", ""r122"", ""r123"", ""r124"", ""r125"", ""r156"", ""r157"", ""r158"", ""r159"", ""r160"", ""r161"", ""r168"", ""r169"", ""r170"", ""r171"", ""r172"", ""r173"", ""r186"", ""r187"", ""r188"", ""r189"", ""r190"", ""r191"", ""r204"", ""r205"", ""r206"", ""r207"", ""r208"", ""r209"", ""r234"", ""r235"", ""r236"", ""r237"", ""r238"", ""r239"", ""r258"", ""r259"", ""r260"", ""r261"", ""r262"", ""r282"", ""r284"", ""r285"", ""r286"", ""r287"", ""r342"", ""r343"", ""r344"", ""r345"", ""r346"", ""r347"", ""r377"", ""r402"", ""r403"", ""r404"", ""r405"", ""r406"", ""r407"", ""r414"", ""r415"", ""r416"", ""r417"", ""r418"", ""r419"", ""r444"", ""r445"", ""r446"", ""r448"", ""r449"", ""r510"", ""r511"", ""r512"", ""r513"", ""r514"", ""r515"", ""r528"", ""r529"", ""r530"", ""r531"", ""r532"", ""r533"", ""r534"", ""r535"", ""r536"", ""r537"", ""r538"", ""r546"", ""r547"", ""r548"", ""r549"", ""r550"", ""r551"", ""r564"", ""r565"", ""r566"", ""r567"", ""r568"", ""r569"", ""r744"", ""r745"", ""r746"", ""r747"", ""r748"", ""r749"", ""r774"", ""r775"", ""r776"", ""r777"", ""r778"", ""r779"", ""r780"", ""r781"", ""r782"", ""r783"", ""r784"", ""r785"", ""r804"", ""r805"", ""r806"", ""r807"", ""r808"", ""r809"", ""r816"", ""r817"", ""r818"", ""r819"", ""r820"", ""r821"", ""r841"", ""r844"", ""r845"", ""r966"", ""r967"", ""r968"", ""r969"", ""r970"", ""r971"", ""r1014"", ""r1015"", ""r1016"", ""r1017"", ""r1018"", ""r1019"", ""r1039"", ""r1040"", ""r1041"", ""r1042"", ""r1043"", ""r1070"", ""r1071"", ""r1072"", ""r1073"", ""r1146"", ""r1147"", ""r1148"", ""r1149"", ""r1150"", ""r1151"", ""r1194"", ""r1195"", ""r1196"", ""r1197"", ""r1198"", ""r1199"", ""r1212"", ""r1213"", ""r1214"", ""r1215"", ""r1216"", ""r1217"", ""r1248"", ""r1249"", ""r1250"", ""r1251"", ""r1252"", ""r1253"", ""r1260"", ""r1261"", ""r1262"", ""r1264"", ""r1265"", ""r1266"", ""r1267"", ""r1268"", ""r1269"", ""r1270"", ""r1271"", ""r1344"", ""r1345"", ""r1346"", ""r1347"", ""r1348"", ""r1349"", ""r1350"", ""r1351"", ""r1352"", ""r1353"", ""r1354"", ""r1355"", ""r1398"", ""r1399"", ""r1400"", ""r1401"", ""r1402"", ""r1403"", ""r1410"", ""r1411"", ""r1412"", ""r1413"", ""r1414"", ""r1415"", ""r1464"", ""r1465"", ""r1467"", ""r1468"", ""r1469"", ""r1476"", ""r1477"", ""r1478"", ""r1479"", ""r1480"", ""r1481"", ""r1486"", ""r1494"", ""r1495"", ""r1496"", ""r1497"", ""r1498"", ""r1499"", ""r1530"", ""r1531"", ""r1532"", ""r1533"", ""r1534"", ""r1535"", ""r1542"", ""r1543"", ""r1544"", ""r1545"", ""r1546"", ""r1547"", ""r1548"", ""r1549"", ""r1550"", ""r1551"", ""r1552"", ""r1553"", ""r1578"", ""r1579"", ""r1580"", ""r1581"", ""r1582"", ""r1583"", ""r1626"", ""r1627"", ""r1628"", ""r1629"", ""r1630"", ""r1631"", ""r1662"", ""r1663"", ""r1664"", ""r1665"", ""r1666"", ""r1667"", ""r1668"", ""r1669"", ""r1670"", ""r1671"", ""r1672"", ""r1673"", ""r1692"", ""r1694"", ""r1696"", ""r1697"", ""r1794"", ""r1795"", ""r1796"", ""r1797"", ""r1798"", ""r1799""]","corsair carbide 175r rgb black mid tower atx case, tempered glass side window, no psu, 2x usb 3.0, hd audio, 1x 120mm fan included",kingston,"quantum processor 4kthe onboard processor helps optimize the picture to deliver a more immersive experience.4k ai upscalingthis technology analyzes the input source to reduce image noise, restore lost detail, and add definition to the edges around objects and text.adaptive picturewhether in a sunlit living room or a darkened den, adaptive picture technology optimizes the tv by analyzing the picture and the room's lighting conditions for augmented images, wherever and wherever you watch.dual led backlighting technologythis technology uses a system of dedicated warm and cool led backlights to adjust the contrast and color tone, allowing you to watch your movies and tv shows the way they were meant to be seen.active voice amplifieractive voice amplifier technology is designed to analyze the ambient noise in your home and enhance the voices in the scene to help you hear dialogue clearly.quantum hdr with hdr10+quantum hdr is designed to bring out detail and contrast by expanding the range of color and detail beyond what's possible on non-hdr tvs. the dynamic tone mapping of hdr10+ creates deeper blacks and more vibrant imagery with compatible content and source devices.100% color volume with quantum dotwith 100% color volume (in the dci-p3 color space), the q70t is engineered to provide lifelike images without washing out at any brightness level.real game enhancer+with this technology, extra motion clarity automatically reduces halo and blur in fast-moving game scenes, and amd freesync helps reduce tearing and stuttering.boundless designthe thin bezel and minimalist design of the tv helps draw you into your content.ambient mode+this mode is designed to allow the tv to mimic the wall behind it and display décor, artwork, weather reports, the day's headlines, and more.oneremote for your connected devicesthe included oneremote can automatically detect and control all compatible connected devices and content.universal guidethe universal guide brings your favorite content from multiple compatible devices and apps together in one easy-to-browse menu. it recommends popular shows and can make custom recommendations tailored just for you.multi viewthis feature splits your tv screen in two, putting the content you're watching on one side while mirroring your compatible mobile device on the other, allowing you to watch workout videos, check sports stats, and more while watching your favorite show or game.choose your voice assistantwith both bixby and amazon alexa built-in, you can access your favorite content, get answers, and control the tv and other compatible connected devices around your home with just your voice.smartthings compatibilitythe q70t tv works with smartthings to put you in control of your compatible smart home devices. it links with iot devices and sensors, enabling you to turn on the lights, check what's inside your refrigerator, and run the robot vacuum cleaner from the comfort of your couch.motion rate 240this image enhancement technology helps minimize motion blur on the screen, so your action-packed movies and sports stay smooth.wide viewing anglethe tv is designed to reduce glare and enhance color, providing vibrant images from nearly any viewing angle.tv plustv plus lets you enjoy your favorite content through virtual channels.hdmi connectivityenjoy high-resolution audio and video with an hdmi connection that transmits both over a single cable. the onboard hdmi ports support 4k uhd and hdr content decoding, and one input is earc-compatible.integrated wi-fi 5enjoy your favorite on-demand content wirelessly via your existing network.dolby digital plusthis audio technology helps optimize your entertainment experience with enhanced sound richness and clarity.additional featuresmeets the cta hdr-compatible definitionhdmi 2.1 (hdmi input 4)supreme uhd dimmingdolby audiomultiroom linkwi-fi directsmart hubfull web browserdigital clean viewauto channel searchauto motion plusconnectshare for usb multimedia playbackembedded popinstaport s (hdmi quick switch)anynet+ hdmi cecclosed captioningelectronic program guidev-chipusb hid supporteco sensorauto power offtv to mobile device and mobile device to tv mirroring via dlnaanalog tunermini wall mount compatibilityrs232 control (ex-link)ip control support with optional third-party softwaree-manual",134.99,eur
c50,baseline,36,"[""r480"", ""r481"", ""r482"", ""r483"", ""r484"", ""r485"", ""r1134"", ""r1135"", ""r1136"", ""r1137"", ""r1138"", ""r1139"", ""r1308"", ""r1309"", ""r1310"", ""r1311"", ""r1312"", ""r1313"", ""r1314"", ""r1315"", ""r1316"", ""r1317"", ""r1318"", ""r1319"", ""r1356"", ""r1357"", ""r1358"", ""r1359"", ""r1360"", ""r1361"", ""r1590"", ""r1591"", ""r1592"", ""r1593"", ""r1594"", ""r1595""]",šiltovka new era nfl new orleans saints 9fifty cap,new era,"new era10531939new eranew york yankees league basic 9forty marine blanc- casquettes en coton, coloris marine et blanc",3.99e1,eur
c51,baseline,12,"[""r522"", ""r523"", ""r524"", ""r525"", ""r526"", ""r527"", ""r1644"", ""r1645"", ""r1646"", ""r1647"", ""r1648"", ""r1649""]",audio-technica ath-m50x professional monitor closed over-ear headphones - black,audio technica,"the m-series ath-m40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. engineered with pro-grade materials and robust construction, the m40x excels in professional studio tracking and mixing, as well as dj monitoring.critically acclaimed m-series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. contoured earcups seal tight for excellent sound isolation, with minimal bleed. and the pro-grade materials are durable, yet comfortable. find out why online reviewers, top a",228.99,eur
c52,baseline,1,"[""r539""]",pen drive 3.0 16gb dtig4 kingston bianca/blu,,,7.41,
c53,baseline,12,"[""r558"", ""r559"", ""r560"", ""r561"", ""r562"", ""r563"", ""r1446"", ""r1447"", ""r1448"", ""r1449"", ""r1450"", ""r1451""]",razer viper ambidextrous wired gaming mouse (rz01-02550100-r3m1) (warranty 2years with local distributor banleong),razer,"razer viper ambidextrous gaming mouse control the outcome of any battle with a gaming mouse that combines high precision, a cutting-edge lightweight body, and the fastest actuation in gaming. meet the razer viper—featuring industry-leading mice technology that’s designed with and tested by team razer athletes, bringing you a mouse that’s bred to tear up the pro scene. every click you make actuates at the speed of light. the razer™ optical mouse switch utilizes an infrared light beam to register a click, resulting in an industry-leading response time of 0.2 milliseconds. its instant actuation eliminates debounce and unintended clicks, giving you complete control in execution. engineered with 99.4% tracking accuracy and up to 16,000 dpi, the razer 5g optical sensor offers deadly precision. when combined with your physical dexterity and skill, the razer viper represents a mouse that achieves a true extension of yourself in the game. during competition, even the tiniest advantage can make a difference. the razer viper weighs in at just 69g without any compromise on its build strength. a lighter mouse allows swifter, more controlled swipes, augmenting the speed of your reaction in battle. in our pursuit of giving you every ounce of competitive edge, we’ve designed a mouse cable that enables smoother swipes. the razer viper features the highly flexible razer™ speedflex cable, bringing you unhindered control with minimal drag.onboard dpi storage uderside dpi button 8 programmable buttonstech specsup to 450 inches per second (ips) / 50 g acceleration 1000 hz ultrapolling razer™ optical mouse switches with 70 million clicks life cycle razer™ speedflex cable gaming-grade tactile scroll wheel 69g lightweight ambidextrous design razer chroma™ lighting with 16.8 million customizable color options eight independently programmable hyperesponse buttons onboard dpi storage (up to 5 dpi stages) razer synapse 3 enabled approximate size: 126.73 mm / 4.99 in (length) x 66.2 mm / 2.61 in (width) x 37.81 mm / 1.49 in (height) approximate weight (excluding cable): 69 g / 0.15 lbs cable length: 2.1 m / 6.89 ftmore info: https://www.razer.com/eu-en/gaming-mice/razer-viper.",118.00,gbp
c54,baseline,1,"[""r578""]","card memorie sandisk 32 gb, extreme, viteza de citire; pana la 100 mb/s,adaptor sd inclus",,,58.82,
c55,baseline,1,"[""r579""]",,,,,dkk
c56,baseline,6,"[""r588"", ""r589"", ""r590"", ""r591"", ""r592"", ""r593""]",3m - privacy filter for 13inch apple macbook pro 2016 model,,3m privacy filter apple macbook pfnap007 filter macbook pro 13 accs (7100115681) - type: skjermbeskyttelse,647.50,nok
c57,baseline,6,"[""r594"", ""r595"", ""r596"", ""r597"", ""r598"", ""r599""]",telefono movil smartphone xiaomi redmi note 8t grey - 6.3pulgadas - 64gb rom - 4gb ram - 48+8+2+2,,"buy redmi note 8t global version 4gb ram 64gb rom snapdragon 665 octa core 2.0ghz max, 6.3 inch full hd, 4000 mah, shipping from eu warehouse, fast delivery",188.0219,eur
c58,baseline,17,"[""r600"", ""r601"", ""r602"", ""r603"", ""r604"", ""r605"", ""r757"", ""r758"", ""r759"", ""r760"", ""r761"", ""r846"", ""r847"", ""r848"", ""r849"", ""r850"", ""r851""]",tag heuer horloge formula 1 43mm chronograph caz1010.ft8024,tag heuer,"caz1010.ft8024new tag heuer formula 1 one f1 men's sport watchusually ships within 3 months | view in stock tag heuer watches- free overnight shipping - no sales tax (outside california) - with manufacturer serial numbers - swiss made - black dial - arabic numeral 12 & index hour markers - black titanium carbide coated steel bezel - date feature - chronograph feature large red tipped central chronograph second hand 30 minute counter sub-dial at 9 o'clock 1/10th of a second counter sub-dial at 6 o'clock- small seconds sub-dial at 3 o'clock- tachymeter scale feature - end of life indicator (eol) - battery operated quartz movement - 3 year warranty - guaranteed authentic - certificate of authenticity - manufacturer box & manual - brushed stainless steel case - black rubber strap - scratch resistant sapphire crystal - 200 meters / 660 feet water-resistant - 43mm = 1 5/8\"" case, 7\"" adjustable strap - case thickness: 11.5mm - inlet size: 21mm - fixed bezel - solid case back - luminescent hands & hour markers - black titanium carbide coated steel screw down crown - stainless steel tang buckle - free lifetime battery replacement also known as model # caz1010ft8024 / caz1010 ft8024",1300.00,gbp
c59,baseline,1,"[""r616""]",,,,,pln
c6,baseline,1,"[""r36""]",,,,,eur
c60,baseline,1,"[""r635""]","sram kassette pg-730 mtb;12-32 zhne, verchromt;12-14-16-18-21-26-32 zhne",,,14.99,
c61,baseline,2,"[""r637"", ""r638""]",epson 29 (t2982) inktcartridge cyaan,,"2678epson strawberry singlepack cyan 29 claria home ink, origineel, cyaan, epson, - expression home xp-455 - expression home xp-452 - expression home xp-445 - expression home..., 1 stuk(s), inkjetprinten, epson, c13t29824012",8.3e0,eur
c62,baseline,1,"[""r640""]",,,singlepack cyan 29 claria home ink,,eur
c63,baseline,1,"[""r641""]",epson strawberry 29 (prentar 175 síður) claria home blekhylki (blátt),,,2055,
c64,baseline,1,"[""r662""]",ink jet originale magenta per epson c13t70334010 - wp-4515dn / wp-4525dnf / wp-4535dwf / wp-4545dtwf / wp-4015dn,,,,
c65,baseline,21,"[""r684"", ""r685"", ""r686"", ""r688"", ""r689"", ""r698"", ""r699"", ""r1188"", ""r1189"", ""r1190"", ""r1191"", ""r1192"", ""r1193"", ""r1710"", ""r1711"", ""r1712"", ""r1713"", ""r1714"", ""r1715"", ""r1749"", ""r1751""]","apc smart-ups smt1000ic noodstroomvoeding - 8x c13, usb, smartconnect, 1000va",apc,"apc smart-ups smt1000rmi2uc noodstroomvoeding - 4x c13, usb, rack mountable, smartconnect, 1000va, line-interactive, 1000 va, 700 w, sinus, 151 v, 302 v",2617.9048,sek
c66,baseline,1,"[""r687""]",,,,,aud
c67,baseline,1,"[""r696""]",,,,,eur
c68,baseline,1,"[""r697""]",,,apc smart-ups 5000va 230v 5u rackmount/towerpower capacity: 4000 watts / 5000 vainput voltage: 230vinput frequency: 50/60 hz +/- 3 hz (auto sensing),,
c69,baseline,1,"[""r700""]",,,"intelligent and efficient network power protection from entry level to scaleable runtime. ideal ups for servers, point-of-sale, routers, switches, hubs and other ...",,aud
c7,baseline,224,"[""r37"", ""r38"", ""r39"", ""r40"", ""r41"", ""r126"", ""r127"", ""r128"", ""r129"", ""r130"", ""r131"", ""r162"", ""r163"", ""r164"", ""r165"", ""r166"", ""r167"", ""r198"", ""r200"", ""r201"", ""r202"", ""r203"", ""r312"", ""r313"", ""r314"", ""r315"", ""r316"", ""r317"", ""r336"", ""r337"", ""r338"", ""r339"", ""r340"", ""r341"", ""r360"", ""r361"", ""r362"", ""r363"", ""r364"", ""r365"", ""r378"", ""r379"", ""r380"", ""r381"", ""r382"", ""r383"", ""r396"", ""r397"", ""r398"", ""r399"", ""r400"", ""r401"", ""r426"", ""r427"", ""r429"", ""r430"", ""r456"", ""r457"", ""r458"", ""r459"", ""r460"", ""r461"", ""r462"", ""r463"", ""r465"", ""r466"", ""r467"", ""r624"", ""r625"", ""r626"", ""r627"", ""r628"", ""r629"", ""r636"", ""r639"", ""r660"", ""r661"", ""r663"", ""r664"", ""r665"", ""r702"", ""r703"", ""r704"", ""r705"", ""r706"", ""r707"", ""r888"", ""r889"", ""r890"", ""r891"", ""r892"", ""r893"", ""r907"", ""r908"", ""r909"", ""r910"", ""r911"", ""r919"", ""r920"", ""r921"", ""r922"", ""r923"", ""r930"", ""r931"", ""r932"", ""r933"", ""r934"", ""r935"", ""r942"", ""r943"", ""r944"", ""r945"", ""r946"", ""r947"", ""r954"", ""r955"", ""r957"", ""r958"", ""r959"", ""r1020"", ""r1021"", ""r1022"", ""r1023"", ""r1024"", ""r1025"", ""r1050"", ""r1051"", ""r1052"", ""r1053"", ""r1054"", ""r1055"", ""r1074"", ""r1075"", ""r1076"", ""r1077"", ""r1078"", ""r1079"", ""r1080"", ""r1081"", ""r1082"", ""r1083"", ""r1084"", ""r1085"", ""r1140"", ""r1141"", ""r1142"", ""r1143"", ""r1144"", ""r1145"", ""r1164"", ""r1165"", ""r1166"", ""r1168"", ""r1169"", ""r1200"", ""r1201"", ""r1203"", ""r1204"", ""r1205"", ""r1218"", ""r1219"", ""r1220"", ""r1221"", ""r1223"", ""r1224"", ""r1225"", ""r1226"", ""r1227"", ""r1228"", ""r1229"", ""r1242"", ""r1243"", ""r1244"", ""r1245"", ""r1246"", ""r1247"", ""r1431"", ""r1432"", ""r1433"", ""r1512"", ""r1513"", ""r1514"", ""r1515"", ""r1516"", ""r1517"", ""r1518"", ""r1519"", ""r1522"", ""r1536"", ""r1537"", ""r1538"", ""r1539"", ""r1540"", ""r1541"", ""r1584"", ""r1585"", ""r1586"", ""r1587"", ""r1588"", ""r1589"", ""r1650"", ""r1651"", ""r1652"", ""r1653"", ""r1654"", ""r1655"", ""r1656"", ""r1657"", ""r1658"", ""r1659"", ""r1660"", ""r1661"", ""r1716"", ""r1717"", ""r1718"", ""r1719"", ""r1720"", ""r1721"", ""r1728"", ""r1729"", ""r1730"", ""r1731"", ""r1732"", ""r1733""]",brother mfc-l2710dw compact laser all-in-one with duplex printing with wireless networking - copier/fax/printer/scanner - 32 ppm mono print - 2400 x 600 dpi print - automatic duplex print - 1200 dpi optical scan - 250 sheets input - ethernet - wirele,epson,telephoto zoom lens for sony e-mount mirrorless cameras,281.18,eur
c70,baseline,1,"[""r701""]","apc smart-ups 5000va/4000w, 230v, tower/5u, line-interactive, hs repl. batt., smartslot, com (sua5000rmi5u)",,,280320,
c71,baseline,1,"[""r711""]",,,,,eur
c72,baseline,1,"[""r713""]",intel i9 9900 3.1ghz 8 core cpu | discount computer needs,,,718.95,
c73,baseline,6,"[""r714"", ""r715"", ""r716"", ""r717"", ""r718"", ""r719""]",the pokemon company pokemon tcg: sword & shield - rebel clash booster pack,nintendo,"rock out with new pokémon! crank it loud and blast the beat—you’ll find rebellion, chaos, and punk attitude galore in the pokémon tcg: sword & shield—rebel clash expansion, loaded with pokémon v including toxtricity v, dubwool v, boltund v, sandaconda v, and more! you’ll also find a handful of pokémon vmax, including the final evolutions of all three first partners, plus copperajah vmax and dragapult vmax. take to the stage and the streets with the sword & shield—rebel clash expansion!",4.00,usd
c74,baseline,6,"[""r726"", ""r727"", ""r728"", ""r729"", ""r730"", ""r731""]",daniel wellingtondw00100150 classic cornwall watch,,"with its distinctive dial and all-black nato strap, the classic black cornwall is a true eye-catcher that embodies the timeless and elegant characteristics of our flagship classic collection. with a sleek design and a captivating essence, this is a modern classic made for every occasion.",89.76,sgd
c75,baseline,29,"[""r738"", ""r739"", ""r740"", ""r741"", ""r742"", ""r743"", ""r834"", ""r835"", ""r836"", ""r837"", ""r838"", ""r839"", ""r1404"", ""r1405"", ""r1406"", ""r1408"", ""r1409"", ""r1506"", ""r1507"", ""r1508"", ""r1509"", ""r1510"", ""r1511"", ""r1734"", ""r1735"", ""r1736"", ""r1737"", ""r1738"", ""r1739""]",manfrotto mvk500am video kit with mvh500a head mvt502am tripod and bag,manfrotto,"manfrotto tripod with fluid video head lightweight with side lock\""product descriptionfast set-up, easy handling and beautiful shots guaranteed. the fluid video system, lightweight with side lock is the ultimate video system for any professional. designed to make even the trickiest job a cinch, this clever tripod with fluid video head has everything you need to work to the highest standard, even when you’re under pressure. and it’s super easy to transport. its smart design includes a side lock feature, enabling you to slot your camera in from the top, rather than the back. this frees you up to get to work fast, and keeps your gear absolutely secure, so there’s no need for a secondary lock.fluid cartridges on both pan and tilt axis give you incredibly smooth movements, so jerking from one angle to the next is a thing of the past. plus, this nifty tripod with fluid video head works with even awkward interchangeable lens cameras, and supports wider hdslr bodies. it has a pre-set counterbalance of up to 2.4kg, but can support up to 5kg, giving you all the strength you need in a photo head. not only that, it comes complete with its very own carry case, so you can pack things away in a jiffy at the end of the day.\""featurescompact, lightweight and portable tripod with fluid video headsmooth movement thanks to fluid headside lock allows for fast, easy set upsuits the latest interchangeable lens camerasstable and adjustable tripod even for rough groundspecificationsweight3.56 kgtop attachment1/4? screw, 3/8? screwball flat60 ballsafety payload weight5 kgcounterbalance systemfixed",5.189995999999999e2,eur
c76,baseline,6,"[""r750"", ""r751"", ""r752"", ""r753"", ""r754"", ""r755""]",pokemon tcg: darkness ablaze - elite trainer box,,"get ready to make your opponents feel the burn by heating up your pokémon trading card game collection with the sword & shield—darkness ablaze elite trainer box. this box is packed with all sorts of things to enhance your deck and properly maintain your cards. to start with, there are eight pokémon tcg: sword & shield—darkness ablaze booster packs and 65 card sleeves featuring the legendary pokémon eternatus to keep your deck in tip-top shape. you'll also get 45 energy cards so your pokémon can use their moves in battle. useful accessories like dice and acrylic condition markers enhance your gameplay experience, and it all comes packed in a sturdy collector's box. the pokémon tcg: sword & shield—darkness ablaze elite trainer box is a great way to dive into this new expansion!the pokémon tcg: sword & shield—darkness ablaze elite trainer box includes:8 pokémon tcg: sword & shield—darkness ablaze booster packs65 card sleeves featuring eternatus45 pokémon tcg energy cardsa player's guide to the sword & shield—darkness ablaze expansiona pokémon tcg rulebook6 damage-counter dice1 competition-legal coin-flip die2 acrylic condition markersa collector's box to hold everything, with 4 dividers to keep it organizeda code card for the pokémon trading card game online",139.00,gbp
c77,baseline,1,"[""r756""]",,,,,eur
c78,baseline,12,"[""r762"", ""r763"", ""r764"", ""r765"", ""r766"", ""r767"", ""r936"", ""r937"", ""r938"", ""r939"", ""r940"", ""r941""]",osram cfl square 16w/835 4-pin gr10q lumilux white 816876,,"ledvance cfl square 16 w/835 gr10q, ean: 4050300816876",9.15,eur
c79,baseline,5,"[""r768"", ""r769"", ""r770"", ""r772"", ""r773""]","iiyama prolite xu2390hs-b1 23"" led ips monitor",iiyama,"23â€ monitor with ips panel and ultra flat frontprolite xu2390hs is a 23â€ led backlit lcd screen featuring ips panel technology which is considered to be the best all round panel type. it offers accurate and consistent colour reproduction with wide viewing angles (178â°/178â°) and fast response time (5 ms black-to-black). xu2380hs is full hd, has a >5mln:1 advanced contrast ratio and 250 cd/mâ² brightness offering the user a clear and vivid image. the prolite xu2390hs will provide excellent performance for photographic design, web design, standard office use and in multi-monitor environment. very suitable for multi-monitor digtal signage and office applications.ipsthe ips panel technology guarantees consistent colour reproduction with wide viewing angles and high contrast and therefore it is especially recommended for graphics design and other applications which require colours to be displayed accurately. the response time of the panel allows for smooth playback while watching films and playing games, making the ips the best all-round technology suitable for both business and home use.full hdwith true 1920 x 1080p resolution your monitor is ready to display high definition images. this means you can accommodate more information on your screen; e.g. 60% more in comparison to a 1280 x 1024 monitor.led-backlita typical ccfl lcd uses four backlight lamps. using led diodes considerably lowers the power consumption and reduces the co2 emission into the environment making this lcd a true eco-friendly product.acrcontrast ratio is a measurement of the difference between the darkest black and the brightest white your monitor can display. advanced contrast ratio is a feature that automatically adjusts contrast and brightness of the screen to assure perfect picture quality while watching films and playing games.hdmihdmi stands for high-definition multimedia interface. much smaller and more convenient than dvi, hdmi also has the significant advantage over dvi that it supports audio as well as video signals.overdrive on / offwhen very fast graphics are displayed your monitor can sometimes get blurry. turning on the overdrive feature will eliminate that.",109.84,gbp
c8,baseline,36,"[""r42"", ""r43"", ""r44"", ""r45"", ""r46"", ""r47"", ""r318"", ""r319"", ""r320"", ""r321"", ""r322"", ""r323"", ""r498"", ""r499"", ""r500"", ""r501"", ""r502"", ""r503"", ""r648"", ""r649"", ""r650"", ""r651"", ""r652"", ""r653"", ""r990"", ""r991"", ""r992"", ""r993"", ""r994"", ""r995"", ""r1152"", ""r1153"", ""r1154"", ""r1155"", ""r1156"", ""r1157""]","jabra biz„˘ 2400 ii duonext generation - ip wideband-headset (qd) type: 82 e-std, noice-cancelling microphone boom: freespin",jabra,"wireless bluetooth stereo headset with jabra link 360 usb adapter for voip softphone, mobile phone and tablet. wireless bluetooth technology gives you up to 30 meters / 100 feet of hands-free connectivity to pc, smartphone and tablet.up to 10 hours battery life eliminates battery concerns.simply tap to connect devices with nfc.dual connectivity enables you to connect your headset to your pc and one other bluetooth device at the same time, so you can take the call on your preferred phone device.busy light signals user availability.microphone boom arm can be integrated into the headband when not on a call or simply listening to music.microphone mute on boom arm.leatherette ear cushions.soft pouch included.","€ 104,30",usd
c80,baseline,1,"[""r771""]",,,,,dkk
c81,baseline,1,"[""r789""]",,,,,
c82,baseline,1,"[""r814""]",,,,,huf
c83,baseline,2,"[""r840"", ""r842""]",wd purple surveillance hard drive wd101purz #demo,,,2195,
c84,baseline,1,"[""r843""]",,,,,try
