cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency,used_llm_fusion
c19,llm_assisted,1,"[""r115""]","ultra dual drive usb type-c usb-nøgle 32 gb usb type-a / usb type-c 3.2 gen 1 (3.1 gen 1) sort, sølv",,"high-speed usb 3.1 performance in a usb type-c drive easily free up space on your smartphone or quickly transfer files between devices at usb 3.1 high speeds of up to 150mb/s. with a reversible usb type-c connector and a traditional usb connector, the sandisk ultra dual drive usb type-c lets you quickly and easily transfer files between smartphones, tablets and computers. plus the sandisk memory zone app for android (available on google play) helps you manage your device’s memory and your content. the sandisk ultra dual drive usb type-c is the perfect liaison between your new usb type-c device and your devices with traditional usb ports.the flash drive for usb type-c devices designed specifically for next-generation devices with the new usb type-c port. the reversible connector has a symmetric design, so that it’s always right-side up, making it easy and fast to plug in.high-speed usb 3.1 high-speed usb 3.1 performance of up to 150mb/s means you spend less time waiting to transfer your photos, videos, songs, and other files between devices.dual usb type-c and usb type-a connectors with dual connectors, the sandisk ultra dual drive usb type-c lets you free up space on your smartphone or tablet, or transfer files between multiple devices, whether it has a usb type-c port or the traditional usb type-a port.sandisk memory zone app for easy file management available from the google play store, the sandisk memory zone app lets you view, access, and back up all the files from your phone's memory in one location. it can also automatically move files from your device to your drive to free up space.kapacitet: 32 gbenhedsgrænseflade: usb type-a / usb type-cusb version: 3.2 gen 1 (3.1 gen 1)læse hastighed usb 3.2 gen 1 (3.1 gen 1): 150 mb/sunderstøttede windows-operativsystemer: windows 10 education,windows 10 education x64,windows 10 enterprise,windows 10 enterprise x64,windows 10 home,windows 10 home x64,windows 10 pro,windows 10 pro x64,windows 7 enterprise,windows 7 enterprise x64,windows 7 home basic,windows 7 home basic x64,windows 7 home premium,windows 7 home premium x64,windows 7 professional,windows 7 professional x64,windows 7 starter,windows 7 starter x64,windows 7 ultimate,windows 7 ultimate x64,windows 8,windows 8 enterprise,windows 8 enterprise x64,windows 8 pro,windows 8 pro x64,windows 8 x64,windows vista business,windows vista business x64,windows vista enterprise,windows vista enterprise x64,windows vista home basic,windows vista home basic x64,windows vista home premium,windows vista home premium x64,windows vista ultimate,windows vista ultimate x64mac kompabilitet: jaunderstøttede mac-operativsystemer: mac os x 10.10 yosemite,mac os x 10.11 el capitan,mac os x 10.12 sierra,mac os x 10.13 high sierra,mac os x 10.6 snow leopard,mac os x 10.7 lion,mac os x 10.8 mountain lion,mac os x 10.9 mavericksunderstøttede mobile operativsystemer: androidformfaktor: glidefarve på produkt: sort, sølvnøglering: nejfingeraftrykslæser: nejpin-kode-sikret adgang: nejbeskyttelse af adgangskode: nejdriftstemperatur (t-t): 0 - 45 °copbevaringstemperatur (t-t): -10 - 70 °cbredde: 38,1 mmdybde: 9,4 mmhøjde: 20,1 mmvægt: 9,1 gpakke bredde: 101,6 mmpakke dybde: 11,7 mmpakke højde: 152,4 mmpakkevægt: 28,3 gpakketype: blisterantal pr. pakke: 1 stkantal pr. hovedkasse (udvendig): 25 stkhovedkasse (ekstern), bredde: 11,9 cmhovedemballage (ekstern) længde: 19,2 cmydre emballage, højde: 18,1 cmmaster kartonvægt: 797,5 g",140.00,dkk,0
c190,llm_assisted,1,"[""r1704""]",amd ryzen 5 2600x/ am4 / box / 3.6-4.2ghz,,"the amd wraith spire cooleramd bundles the wraith spire cooler with the 2nd gen ryzen™ 5 2600x processor, featuring excellent thermal performance.amd ryzen™ ready socket am4 platformamd’s future-proof mainstream computing platform, updated with the new x470 chipset.amd storemi technologysoftware that combines the speed of your ssd with the capacity of your hard disk into a single, fast, easy-to-manage drive.amd sensemi technologywith amd sensemi technology, ryzen™ processors use true machine intelligence to accelerate performance.amd ryzen™ master utilitythe simple and powerful overclocking utility for amd ryzen™ processors.",1.6895e2,eur,0
c191,llm_assisted,1,"[""r1746""]",apc smx3000hv x 3000va 200-240v line interactive sinewave smart ups,,"features:intelligent and efficient network power protection from entry level to scaleable runtime. ideal ups for servers, point-of-sale, routers, switches, hubs and other network devices.includes: cd with software, rack mounting support rails, smart ups signalling rs-232 cable, temperature probe, user manual, web/snmp management cardadaptabilityadjustable voltage sensitivity:provides the ability to adapt the ups for optimal performance in specific power environments or generator applications.adjustable voltage-transfer points:maximizes useful battery life by widening the input voltage window or tightening the output voltage regulation.safetysafety-agency approved:ensures the product has been tested and approved to work safely with the connected service provider equipment and within the specified environment.serviceabilityuser-replaceable batteries:increases availability by allowing a trained user to perform upgrades and replacements of the batteries reducing mean time to repair (mttr)battery failure notification:provides early-warning fault analysis on batteries enabling timely preventive maintenancehot-swappable batteries:ensures clean, uninterrupted power to protected equipment while batteries are being replacedresettable circuit breakers:enables a quick recovery from overload events.predictive failure notification:provides early-warning fault analysis ensuring proactive component replacement.manageabilityaudible alarms:actively let you know if the unit is on battery, if the battery is low or if there is an overload condition.network manageable:provides remote power management of the ups over the network.usb connectivity:provides management of the ups via a usb port (not available on all models).disconnected battery notification:warns when a battery is not available to provide backup power.led status indicators:quickly understand unit and power status with visual indicators.serial connectivity:provides management of the ups via a serial port.availabilitypower conditioning:protects connected loads from surges, spikes, lightning, and other power disturbances.temperature-compensated battery charging:prolongs battery life by regulating the charge voltage according to battery temperature.automatic restart of loads after ups shutdown:automatically starts up the connected equipment upon the return of utility power.boost and trim automatic voltage regulation (avr):gives higher application availability by correcting low and high voltage conditions without using the battery (not available on all models).intelligent battery management:maximizes battery performance, life, and reliability through intelligent, precision charging.disconnected battery notification:warns when a battery is not available to provide backup power.automatic self-test:periodic battery self-test ensures early detection of a battery that needs to be replaced.marketing featuresavoids costly power problems by keeping your it equipment and data safe and available:network grade power conditioning protects from damaging surges and disruptive noise. solid state automatic voltage regulation boosts low input voltage up to 30% and trims high voltage up to 12% without battery operation. reliable battery back-up capacity to power through outages or gracefully shutdown systemslow operating and maintenance costs with high efficiency, proven reliability and intelligent battery management:patented green operating mode achieves efficiencies over 97%. smart-ups was the first network ups to be energy star certified. intelligent battery management, pioneered by apc, maximizes battery performance and life through intelligent, precision temperature compensated charging. dynamic battery replacement date indicator and automatic self tests insure battery reliability and warn in advance of needing replacement. convenient, easy to connect, hot-swappable battery modules provide battery replacement without powering down. designed and manufactured by apc for over 23 years, smart-ups is the world’s most trusted network ups with over 25 million units sold.save time with easy and convenient remote accessibility:network manageable via serial, usb or optional ethernet. includes powerchute® business edition software for convenient monitoring and control, safe operating system shutdown and innovative energy management capabilities.peace of mind that comes with full equipment compatibility and reliability of a leader:provides pure sine wave output which is recommended by server manufacturers using active power factor corrected (pfc) power supplies. safety agency tested and approved means that you can deploy smart-ups with confidence that they meet or exceed the industry’s most rigorous standards.smarter productivity with ability to tailor to your specific application needs:intuitive lcd interface provides clear information with the ability to configure the ups locally with easy to use navigation keys. over 15 different programmable settings including switched outlet group control allow for application specific settings, thresholds and notifications.technical specifications:outputoutput power capacity: 2.7 kwatts / 3.0 kvamax configurable power (watts): 2.7 kwatts / 3.0 kvanominal output voltage: 230voutput voltage distortion: less than 5%output frequency (sync to mains): 50/60hz +/- 3 hzother output voltages: 208, 220, 240load crest factor 3 : 1topology: line interactivewaveform type: sine waveoutput connections:(8) iec 320 c13 (battery backup)(2) iec 320 c19 (battery backup)transfer time: 2-4 mstransfer time 6ms typical : 10ms maximuminputnominal input voltage: 208v , 230vinput frequency: 50/60 hz +/- 3 hz (auto sensing)input connections: british bs1363a, iec-320 c20, schuko cee 7/eu1-16pcord length: 2.44metersinput voltage range for main operations: 140 - 280vnumber of power cords: 1other input voltages: 220, 240transfer time: 2-4 msbatteries & runtimebattery type: maintenance-free sealed lead-acid battery with suspended electrolyte : leakprooftypical recharge time: 3hour(s)replacement battery: apcrbc143expected battery life (years): 3 - 5rbc quantity: 1extendable run time: 1battery volt-amp-hour capacity: 738extended run options: apc-smart-ups-x-3000va-rack-tower-lcd-200-240vcommunications & managementinterface port(s): smartslotpre-installed smartslot™ cards: ap9631control panel: led status display with on line : on battery : replace battery and overload indicators, multi-function lcd status and control consoleaudible alarm: alarm when on battery : distinctive low battery alarm : configurable delaysemergency power off (epo): yessurge protection and filteringsurge energy rating: 645joulesdata line protection: --filtering: full time multi-pole noise filtering : 0.3% ieee surge let-through : zero clamping response time : meets ul 1449physicalmaximum height: 432mm, 43.2cmmaximum width: 178mm, 17.8cmmaximum depth: 483mm, 48.3cmrack height: 4unet weight: 38.64kgshipping weight: 47.73kgshipping height: 330mm, 33.0cmshipping width: 586mm, 58.6cmshipping depth: 633mm, 63.3cmcolor: black# of layers per pallet: 4.0# of units per layer per pallet: 2.0pallet weight: 855.12lbs.units per pallet: 6.0environmentaloperating environment: 0 - 40 °coperating relative humidity: 0 - 95 %operating elevation: 0-3000metersstorage temperature: -15 - 45 °cstorage relative humidity: 0 - 95 %storage elevation: 0-15000metersaudible noise at 1 meter from surface of unit: 55.0dbaonline thermal dissipation: 184.0btu/hrconformanceapprovals: c-tick, ce, csa, en 50091-1, en 50091-2, en 55022 class a, en 60950, fcc part 15 class a, gost, iram, ul 1778, vdestandard warranty: 3 years repair or replace (excluding battery) and 2 years for battery, optional on-site warranties available, optional extended warranties availablesustainable offer statusrohs: compliantreach: contains no svhcsbattery directive: compliantbattery notes: ts_battery_notes",3059.00,aud,0
c192,llm_assisted,1,"[""r1747""]",apc smart-ups x 3000va rack/towerlcd,,,9404.64,pln,0
c193,llm_assisted,1,"[""r1748""]",smx3000hvapc smart-ups x 3000va short depth tower/rack convertible lcd 200-240v,,,1358394.00,xof,0
c194,llm_assisted,1,"[""r1750""]","apc smart-ups (smx), 3000va, iec(8), ext batt(0/10), smart slot, lcd, 4u rack/twr, 3yr",,"intelligent and efficient network power protection from entry level to scaleable runtime. ideal ups for servers, point-of-sale, routers, switches, hubs and other ...",3131.45,aud,0
c195,llm_assisted,1,"[""r1751""]",apc smart-ups - line-interactiv - 3000 va - 2700 w - schwarz,,,1976.21,eur,0
c196,llm_assisted,1,"[""r1792""]",unifi ap ac hd row 5pk,,,1679.00,usd,0
c2,llm_assisted,1,"[""r7""]",shimano cn-hg901 chain 11-spd road/mtb w/quick link sil-tec dura-ace / xtr grade,,shimano's top level 11-speed chain for road and mtb riders that want the best drivetrain performance possible.compatible with both dura-ace and xtr groupsets.includes 1 x quick-link for easy chain removal and installation.comes with 116 links.also suitable for use on e-bikes.,63.99,aud,0
c20,llm_assisted,45,"[""r119"", ""r270"", ""r271"", ""r272"", ""r273"", ""r274"", ""r275"", ""r576"", ""r577"", ""r580"", ""r581"", ""r678"", ""r679"", ""r680"", ""r681"", ""r682"", ""r683"", ""r732"", ""r733"", ""r734"", ""r735"", ""r736"", ""r737"", ""r798"", ""r799"", ""r800"", ""r801"", ""r802"", ""r803"", ""r1092"", ""r1093"", ""r1094"", ""r1095"", ""r1097"", ""r1098"", ""r1099"", ""r1100"", ""r1101"", ""r1102"", ""r1103"", ""r1326"", ""r1327"", ""r1328"", ""r1329"", ""r1330""]",sandisk extreme pro compact flash memory card 128gb - optimised for 4k video,sandisk,"extreme speed to catch every framefor super-fast continuous burst mode shots, maximum post-production workflowefficiency, and high-performance video recording performance, get a sandiskextreme pro® sdhc™ or sdxc™ uhs-ii card. the high-performance sdhc andsdxc memory cards boast shot speeds up to 260mb/s* (1733x) and transferspeeds up to 300mb/s* (2000x). their sustained video capture of 30mb/s (u3)2supports 32gb to 128gb** of full hd and cinema-quality 4k video recording1.optimized for cameras that support the new uhs-ii standard, sandisk extreme prosdhc and sdxc uhs-ii cards deliver the uncompromising results that professionalphotographers demand.cinema-quality 4k video capturewith uhs speed class 3 (u3) rating, sandisk extreme pro sdhc and sdxcuhs-ii cards let you capture uninterrupted cinema-quality 4k and full hd video.this makes them ideal for professionals recording extreme sports and otherfast-action activities without dropping frames.sandisk® products are constructed to the highest standards and rigorously tested.you can be confident in the outstanding quality, performance and reliability of everysandisk product.highlights• super-fast sd™ card with shot speeds upto 260mb/s* for advanced photographyand continuous burst mode shooting• uhs speed class 3 (u3) allows you torecord in cinema-quality 4k1• transfer speeds up to 300mb/s* formaximum post-production workflowefficiency• 32gb to 128gb** capacity to shootlonger, uninterrupted photo and videosessions• waterproof, temperature proof, x-rayproof, magnet proof, shock proof3technical specificationsform factor:sdhc™ (32gb), sdxc™ (64gb, 128gb**)available capacities:32gb, 64gb, 128gb**performance/speed: up to 300mb/s* read speed (2000x), up to 260mb/s* write speed (1733x)card dimension:0.94” x 1.25” x 0.08” (24 mm x 32 mm x 2.1 mm)operating temperature-13f to 185f (-25c to 85c)storage temperature-40f to 185f (-40c to 85c)compatibility:compatible with all sdhc™, sdxc™, sdhc uhs-l, sdxcuhs-l, sdhc uhs-ii and sdxc uhs-ii supporting hostdevicessecurity:built-in write-protect switch prevents accidental data lossapplications:store a variety of digital formats, including raw and jpegphotos, high-definition videos, music and moreadded protection: 1-year downloadable rescuepro® deluxe data recoverysoftware offer, for bringing accidentally deleted images back to life5not all devices support sdxc. check with device manufacturer for more details.* up to 300mb/s (2000x) read speed. write speed up to 260mb/s (1733x). based on internal testing; performance will vary based on host device.full performance requires sandisk uhs-ii reader. 1mb = 1,000,000 bytes. x = 150kb/s.** 1gb = 1,000,000,000 bytes. actual user storage less.1 full hd video (1920x1080) and 4k (4096x2160) video support may vary based upon host device, file attributes and other factors.see: www.sandisk.com/hd2 uhs speed class 3 (u3) designates a performance option designed to support real-time video recording with uhs enabled host devices.see www.sdcard.org/consumers/speed for additional details.3 card only. see product packaging and www.sandisk.com/proof for additional information and limitations.5 registration required; terms and conditions apply.sandisk, the sandisk logo, rescuepro and sandisk extreme are trademarks of western digital corporation or its affiliates, registered in the united states andother countries. the sd, sdhc and sdxc marks and logos are trademarks of sd-3c, llc.©2016 western digital corporation or its affiliates. all rights reserved.",116.66,gbp,1
c21,llm_assisted,1,"[""r138""]","ubiquiti poe injector, 48vdc 24w gigabit lan",,"ubiquiti poe injector, 48vdc 24w gigabit lan",27.60,aud,0
c22,llm_assisted,1,"[""r139""]",ubiquiti 48 volt poe 0.5a 1xgbe lan,,the ubiquiti poe-48-24w-g is a uniquely reliable adapter that supports passive type powering through the ethernet network.,125.6,hkd,0
c23,llm_assisted,1,"[""r140""]",ubiquiti spare poe48v giga ports 24watt incl 230v cable (poe-48-24w-g),,poe adapter till exempelvis uap-ac-pro-e,300.00,sek,0
c24,llm_assisted,1,"[""r142""]",ubiquiti poe-48-24w-g 48vdc 24w poe injector,,"device protectionpoe adapters are highly reliable, and when used with ubiquiti toughcable™, they provide earth grounding and surge protection to help protect against electrostatic discharge (esd) events.convenient wall-mountingthe 24v, 0.5a models, poe-24-12w and poe-24-12w-g, are wall-mountable using the optional wall-mount brackets.seamless airgateway™ compatibilitythe 15v, 0.8a and 24v, 0.5a models, poe-15-12w, poe-24-12w and poe-24-12w-g, work with the airgateway™ to bridge airmax® connections to wi-fi at customer locations.",39,nzd,0
c25,llm_assisted,1,"[""r177""]",deore xt 11-speed cassette,,"• steel construction on all but the largest aluminum gear• nickel-plated finish for corrosion and wear resistance• dyna-sys 11-speed cassette with ""rhythm step"" gearing for closer gear ratios...",111.99,usd,0
c26,llm_assisted,15,"[""r180"", ""r181"", ""r182"", ""r183"", ""r184"", ""r185"", ""r642"", ""r643"", ""r644"", ""r645"", ""r646"", ""r647"", ""r1520"", ""r1521"", ""r1523""]",nikon nikkor af-s 20mm f/1.8g ed,nikon,"widen your creative potential with nikon's fastest wide-angle lens yet. capture everything from landscapes, skyscapes and architecture to wedding parties, family portraits, stage events and more—indoors or outdoors. an ultra-wide 20mm perspective (30mm equivalent on dx-format cameras) is combined with the low-light capabilities and beautifully blurred backgrounds of an f/1.8 maximum aperture and the superb optical characteristics of an advanced nikkor prime lens for stunning performance whether you shoot an fx- or dx-format d-slr, stills, hd video, time lapse sequences or star trail images.","1,174.95",aud,1
c27,llm_assisted,55,"[""r192"", ""r193"", ""r194"", ""r195"", ""r196"", ""r197"", ""r216"", ""r217"", ""r218"", ""r219"", ""r220"", ""r221"", ""r306"", ""r307"", ""r308"", ""r309"", ""r310"", ""r311"", ""r324"", ""r325"", ""r326"", ""r327"", ""r328"", ""r329"", ""r606"", ""r607"", ""r608"", ""r609"", ""r610"", ""r611"", ""r984"", ""r985"", ""r986"", ""r987"", ""r988"", ""r989"", ""r1002"", ""r1004"", ""r1005"", ""r1006"", ""r1007"", ""r1236"", ""r1237"", ""r1238"", ""r1239"", ""r1240"", ""r1241"", ""r1285"", ""r1288"", ""r1289"", ""r1560"", ""r1562"", ""r1563"", ""r1564"", ""r1565""]",cisco - catalyst 3850 48 port poe ip base en,cisco,"general information:manufacturer cisco systems, incmanufacturer part number ws-c3850-48p-smanufacturer website address http://www.cisco.combrand name ciscoproduct line catalystproduct series 3850product model ws-c3850-48p-sproduct name catalyst ws-c3850-48p-s ethernet switchproduct type ethernet switchinterfaces/portstotal number of network ports 48token ring port nolre port nobypass nomodular nomanagement port yesusb nonumber of poe+ (rj-45) ports 48media & performancemedia type supported twisted pairtwisted pair cable standard category 5eethernet technology gigabit ethernetnetwork technology 10/100/1000base-tnetwork & communicationlayer supported 2memorystandard memory 4 gbmemory technology dramflash memory 2 gbreliabilitymtbf 241050 hourpower descriptionpoe (rj-45) port yesinput voltage 110 v acinput voltage 220 v acpower source power supplyredundant power supply yes",3190,usd,1
c28,llm_assisted,1,"[""r199""]",canon pfi-107 c cyanipf680/685/780/785 130ml,,,7000,rub,0
c29,llm_assisted,6,"[""r200"", ""r1074"", ""r1075"", ""r1076"", ""r1077"", ""r1078""]",canon pfi107c cyan laser toner cartridge remanufactured,,"crazy inkjets is a leading supplier of high quality printing supplies for your canon pfi-107c printer cartridge. crazyinkjets products are guaranteed to meet or exceed the quality, reliability and yield standards of the original equipment remanufacturer. the units are tested to ensure compliance with original specifications and performance criteria and offer a sound and economical alternative to the expensive brand-name products.",431.00,sek,1
c3,llm_assisted,3,"[""r8"", ""r9"", ""r10""]",shimano hg901 dura ace xtr 11 speed bicycle bike chain,,an extra lightweight 11-speed chain designed to improve gear train shiftingthe shimano hg901 is a lightweight 11-speed chain specially designed with asymmetric plate to improve gear train shifting. the hollow pin design further reduces the weight of this chain over the hg701. the hg901 is equivalent to dura ace (road) or xtr (mtb) level in the shimano groupset line up. this chain is suitabe for both road and mtb use.model: cn-hg901compatible for 11-speed drive trains116 links,6.9e1,sgd,1
c30,llm_assisted,12,"[""r210"", ""r211"", ""r212"", ""r213"", ""r214"", ""r215"", ""r1566"", ""r1567"", ""r1568"", ""r1569"", ""r1570"", ""r1571""]","d'addario ej16 phosphor bronze acoustic guitar strings, light .012-.053",d'addario,"d'addario's most popular acoustic set, ej16 delivers the ideal balance of volume, projection and comfortable playability.phosphor bronze was introduced to string making by d'addario in 1974 and has become synonymous with warm, bright, and well balanced acoustic tone. d'addario phosphor bronze strings are precision wound with corrosion resistant phosphor bronze onto a carefully drawn, hexagonally shaped, high carbon steel core. the result is long lasting, bright sounding tone with excellent intonation.d'addario's most popular acoustic guitar string set, known for its superb, long-lasting tone and comfortable playabilitypreferred for its warm, bright, and well balanced acoustic toneenvironmentally friendly, corrosion resistant packaging for strings that are always freshmade in the u.s.a. for the highest quality and performancestring gauges: plain steel .012, .016, phosphor bronze wound .024, .032, .042, .053",8.99,usd,0
c31,llm_assisted,30,"[""r222"", ""r223"", ""r224"", ""r225"", ""r226"", ""r227"", ""r438"", ""r439"", ""r440"", ""r441"", ""r442"", ""r443"", ""r864"", ""r865"", ""r866"", ""r867"", ""r868"", ""r869"", ""r1632"", ""r1633"", ""r1634"", ""r1635"", ""r1636"", ""r1637"", ""r1752"", ""r1753"", ""r1754"", ""r1755"", ""r1756"", ""r1757""]","evans bd22remad 22\"" emad reso bass drum head",evans,this resonant kick head comes with two interchangeable foam rings that fit around the 5-inch port to control sustain and overtones to the drummer's taste.,66.00,gbp,1
c32,llm_assisted,30,"[""r228"", ""r229"", ""r230"", ""r231"", ""r232"", ""r233"", ""r486"", ""r487"", ""r488"", ""r489"", ""r490"", ""r491"", ""r708"", ""r709"", ""r876"", ""r877"", ""r878"", ""r879"", ""r880"", ""r881"", ""r1086"", ""r1087"", ""r1088"", ""r1090"", ""r1091"", ""r1437"", ""r1596"", ""r1597"", ""r1598"", ""r1599""]",intel core i3 8300 3.7ghz 8th gen coffee lake processor/cpu retail,intel,"intel helps power the world’sfastest gamingdesktoppcsunlocked 10th gen intel® core™ desktop processors are optimized forenthusiast gamers, overclockers and serious content creators looking to takeadvantage of amazing overclocking and unleash the performance capabilities ofthese new processors. with an optimal balance of frequency, cores and threads,advanced tuning support, and blazing connectivity, unlocked 10th gen intel®core™ processors supercharge desktops for a competitiveedge.10th gen intel® core™ “kf” sku desktop processors are built for gamersand creators with the same 10th gen innovations, specifications, andperformance, but without processor graphics features. as a result, they candeliver added value when cpu performance is the top priority. with an optimalbalance of frequency, cores and threads, optional advanced tuning support, andblazing connectivity, 10th gen intel® core™ processors supercharge desktopsfor competitive and premium performance. processors with a “kf” in theirprocessor number also offer overclocking capabilities.this processor requires discrete graphics and must be paired with amotherboard that supports a discrete graphicscard.features16mb intel smart cache cache8cores16threads5.10ghz max turbo frequencyspecificationsessentials:product collection:10th generation intel® core™ i7processorscode name:products formerly comet lakevertical segment:desktopprocessor number:i7–10700kflithography:14 nmperformance:# of cores:8# of threads:16processor base frequency:3.80ghzmax turbo frequency:5.10ghzcache:16 mb intel® smart cachebus speed:8 gt/sintel® turbo boost max technology3.0frequency:5­.10ghztdp:125 wconfigurable tdp-down frequency:3.50ghzconfigurable tdp-down:95 wmemory specifications:max memory size (dependent on memory type):128gbmemory types:ddr4–2933max # of memory channels:2max memory bandwidth:45.8gb/secc memory supported:noprocessor graphics:processor graphics:n/aexpansion options:scalability:1s onlypci express revision:3pci express configurations:up to 1×16, 2×8,1×8+2×4max # of pci express lanes:16package specifications:sockets supported:fclga1200max cpu configuration:1thermal solution specification:pcg 2015dtjunction:100°cpackage size:37.5mm x 37.5mmadvanced technologies:intel® optane™ memory supported:yesintel® thermal velocity boost:nointel® turbo boost max technology 3.0:yesintel® turbo boost technology:2intel® vpro™ platform eligibility:nointel® hyper-threading technology:yesintel® virtualization technology (vt-x):yesintel® virtualization technology for directed i/o(vt-d):yesintel® vt-x with extended page tables (ept):yesintel® transactional synchronization extensions:nointel® 64:yesinstruction set:64-bitinstruction set extensions:intel® sse4.1, intel® sse4.2,intel®avx2idle states:yesenhanced intel speedstep® technology:yesthermal monitoring technologies:yesintel® identity protection technology:yesintel® stable image platform program (sipp):nosecurity & reliability:intel® aes new instructions:yessecure key:yesintel® software guard extensions (intel® sgx):yes withintel®meintel® os guard:yesintel® trusted execution technology:noexecute disable bit:yesintel® boot guard:yes",246.42,usd,1
c33,llm_assisted,1,"[""r236""]",case corsair 460x con luci red,,case dimensions440mm x 220mm x 464mmmaximum gpu length370mmmaximum psu length200mmmaximum cpu cooler height170mmcase expansion slots7case drive bays”(x2) 3.5in (x3) 2.5in”case form factormid-towercase windowedtempered glasscase warrantytwo yearsicue enabledno,184.09,usd,0
c34,llm_assisted,1,"[""r241""]",repetidor wi-fi tp-link inalambrico wa860re 802.11,,,27.5,eur,0
c35,llm_assisted,1,"[""r247""]",asus tuf3 gtx 1660s oc - 6gb3xfans1xhdmi1xdp,,,,,0
c36,llm_assisted,1,"[""r252""]","router tp-link archer c60 - 2,4/5 ghz - 867 mbit/s - 5x rj-45 - 5 antenas",,,799.00,mxn,0
c37,llm_assisted,1,"[""r254""]",tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,$59.99,cad,0
c38,llm_assisted,1,"[""r263""]",250gbwd - black high-performance nvme pcie gen3 (wds250g3x0c),,"sequential read speeds up to 3,400mb/s (for 1000gb model), up to 60% faster than the previous generation of wd black ssd** built on the western digital nvme ssd storage architecture for low latency, power efficiency, and compatibility low power efficiency down to 2.5mw, half the mw of the previous wd black ssd wd f.i.t. lab certified to work with a wide range of high-performance pc configurations free downloadable wd ssd dashboard software and free downloadable cloning and backup software 5-year limited warranty",7418.00,inr,0
c39,llm_assisted,36,"[""r264"", ""r265"", ""r266"", ""r267"", ""r268"", ""r269"", ""r474"", ""r475"", ""r476"", ""r477"", ""r478"", ""r479"", ""r552"", ""r553"", ""r554"", ""r555"", ""r556"", ""r557"", ""r972"", ""r973"", ""r974"", ""r975"", ""r976"", ""r977"", ""r1026"", ""r1027"", ""r1028"", ""r1029"", ""r1030"", ""r1031"", ""r1122"", ""r1123"", ""r1124"", ""r1125"", ""r1126"", ""r1127""]",ram-b-201u-c - ram long double socket arm for 1ball bases - overall length: 6,ram mounts,"the ram-b-201u-c, long length double socket arm, has a socket at both ends that accommodates b size 1\"" balls. a single spring inside the arm, keeps the socket open, allowing you to insert the ball into the socket connection. ram's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.dimensions:overall length: 6\""socket-to-socket length: 5.25\""",35.95,aud,1
c4,llm_assisted,1,"[""r11""]",11shimano - (hg901) xtr / dura ace 116 links,,11xtr -dura ace.sil-tec.116 ..,205.00,ils,0
c40,llm_assisted,1,"[""r277""]","asus phoenix gtx 1660s oc - 6gb,1xfan,1xhdmi,1xdp",,,6356.60,zar,0
c41,llm_assisted,1,"[""r283""]",lacie|mobile drive|2tb|usb-c|colour silver|sthg2000400,,,99.90,,0
c42,llm_assisted,18,"[""r288"", ""r289"", ""r290"", ""r291"", ""r292"", ""r293"", ""r894"", ""r895"", ""r896"", ""r897"", ""r898"", ""r899"", ""r1416"", ""r1417"", ""r1418"", ""r1419"", ""r1420"", ""r1421""]",ernie ball 2222 hybrid slinky nickel wound electric guitar 6 string 9-46,ernie ball,"untitled document power slinky electric guitar strings £15.95 = 3 full packs 11 - 48no. of strings6-string setgauge range11 - 48gauges11 , 14 , 18 , 28 , 38 , 48 . (plain 3rd)wrap materialnickel platedconstructionround woundhex core / round corehex coreball end / double ball endball endcoated / non-coatednon-coatedernie ball power slinky electric strings are a perfect match for those who like chunky rhythms for rock and roll or blues.power slinkys have long been favored by slash, metallica, & kenny wayne shepherd due to the thicker gauge combination providing a slightly more powerful tone. these strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. power slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.the plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar.gauges .011 .014 .018p .028 .038 .048£15.95 = 3 full packswe accept the following payment types:- we use the following delivery methods: please note free delivery is to uk mainland only where applicable.all orders for isles or offshore will incur delivery charges at international rates.",5.49,usd,1
c43,llm_assisted,1,"[""r300""]",garmin fenix 5 gray black 010-01688-00,,,499.99,eur,0
