record_id,spec_id,entity_id,source,base_title,base_brand,base_description,base_price,base_priceCurrency,base___title,base___brand,base___model
r958,source_beta//3625425,3430657,source_beta,,,"e-mount lens/full-frame formataperture range: f/2.8 to f/22three double-sided aspherical elementszeiss t* anti-reflective coatinglinear autofocus motor; internal focusminimum focus distance: 13.8\""dust and moisture-resistant constructionseven-blade circular diaphragmperfect performance for the α7 seriesthe handling and convenience of this compact 35mm lens are enhanced by an internal focus mechanism that keeps its length constant during focusing. lightweight design further augments portability as well as handling. all of this plus outstanding zeiss resolution and contrast make this lens an ideal match for full-frame α7 series bodies.zeiss resolution from corner to corneroutstanding resolution and contrast are the key features of this lens. three double-sided aspherical elements effectively control spherical aberration, while extensive application of the zeiss t* coating not only minimizes flare and ghosting for natural colour reproduction, but is instrumental in achieving impressive contrast as well.beautiful bokeh and low light performancea maximum aperture of f2.8 facilitates shooting in a wide range of lighting conditions, with consistent image quality at all apertures. bright lenses are often large, but a new focus lens group design allows a large maximum aperture in a compact lens. a circular aperture design contributes to gorgeous bokeh for smoothly defocused backgrounds.shoot with confidence anywheresome of the most exciting images are captured in challenging environments. a dust and moisture resistant design means that the lens will continue to perform reliably in moderately wet or dusty conditions, so you can shoot with confidence wherever those great shots are found.outstanding colour and contrastthe zeiss t* coating is an important contributing factor, effectively suppressing spurious reflections that can degrade overall image quality. flare and ghosting are reduced for enhanced colour and contrast that give images a deep, three-dimensional feel.7-bladed circular aperturethe 7-blade circular makes it possible to achieve smoother, more natural defocusing in your images. get creative with artistic blurring or 'bokeh' – and greater control over the depth of field.supplied dedicated hood matches the lens’ compact formthe supplied alc-sh129 is a cap type lens hood. this design is a perfect match for the compact lens barrel, contributing to both portability and protection. a filter thread is provided in the lens hood itself, allowing 40.5mm filters to be attached while the lens hood is in use.",,gbp,sony 35mm f2.8 sonnar t* fe za lens (sel35f28z),,
r959,source_gamma//45239740,3430657,source_gamma,sony sel35f28z lens - 35 mm - f/2.8 sonnar t* fe za - sony e-mount,,,999.99,,sony sel35f28z lens - 35 mm - f/2.8 sonnar t* fe za - sony e-mount,,
r960,source_alpha//18915981,350645,source_alpha,,,,,usd,sram disc brake pad set organic compound,sram,
r961,source_beta//220243,350645,source_beta,,,sram road disc brake pads are designed for use with sram road hydraulic disc brakes (hrd).- for use with level ultimate & level tlm brakes- pad material: organic- type: road/cx- includes...,,usd,road disc organic brake pads,,
r962,source_gamma//27607684,350645,source_gamma,"plaquettes - road disc, level a1 (17-19) -organic/steel",,,0,,"plaquettes - road disc, level a1 (17-19) -organic/steel",,
r963,source_alpha//39763751,350645,source_alpha,,,,,gbp,sram level ultimate tlm hydraulic road sintered disc brake pads,,
r964,source_beta//40061039,350645,source_beta,,qbp,original equipment pads for no-compromise disc brake performance.--original equipment pads for no-compromise disc brake performance.,,usd,sram hdr level ult/tlm organic brake pads,qbp,
r965,source_gamma//40438621,350645,source_gamma,sram disc brake pad set organic with steel back fits hydraulic road disc level ultimate and level tlm,,,25.00,,sram disc brake pad set organic with steel back fits hydraulic road disc level ultimate and level tlm,,
r966,source_alpha//1192959,352020,source_alpha,,,,,gbp,kingston 4gb 2400mhz ddr4 non-ecc so-dimm laptop memory,kingston,
r967,source_beta//24449788,352020,source_beta,,kingston,,,brl,memoria notebook ddr4 4gb 2400mhz kingston,kingston,
r968,source_gamma//39375908,352020,source_gamma,kingston ddr4 4gb 2400mhz non ecc laptop memory (kvr24s17s6/4),,,7999,,kingston ddr4 4gb 2400mhz non ecc laptop memory (kvr24s17s6/4),,
r969,source_alpha//46987821,352020,source_alpha,,,,,,so-ddr4 4gb 2400 kingston kvr24s17s6/4,,
r970,source_beta//54834355,352020,source_beta,,kingston,,,,kingston so-dimm ddr4 4gb2400mhz (kvr24s17s6/4),kingston,
r971,source_gamma//55588875,352020,source_gamma,kingston sod 4gb ddr4 2400mhz,,,56.40,,kingston sod 4gb ddr4 2400mhz,,
r972,source_alpha//10246441,3553607,source_alpha,,,,,,"ram-b-224-1u - ram 3.25\"" diameter suction cup twist lock base with 1\"" ball",ram mounts,
r973,source_beta//1313669,3553607,source_beta,,,"the ram-b-224-1u consists of a 3.25 inch twist lock suction cup base that is connected to the (ram-b-238u), diamond base with 1 inch rubber ball. the suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best result, mount the suction cup on a glass or non-porous plastic surface.",,usd,ram 3-1/4 inch diameter suction cup base with twist lock,,
r974,source_gamma//13585097,3553607,source_gamma,"ram 3.3\"" diameter suction cup twist lock base with 1\"" ball",,,3.295e1,,"ram 3.3\"" diameter suction cup twist lock base with 1\"" ball",,
r975,source_alpha//3280352,3553607,source_alpha,,,,,aud,ram-b-224-1u - ram 3.25diameter suction cup twist lock base with 1ball,,
r976,source_beta//33722688,3553607,source_beta,,ram mounts,buy ram b-224-1 suction base and ball - with fast uk shipping the ram-b-224-1 twist lock mount consists of a 3.25 suction cup base that is connected to th,,gbp,ram b-224-1 suction base and ball,ram mounts,
r977,source_gamma//33950628,3553607,source_gamma,"ram 3.3\"" diameter suction cup base with b size 1\"" ball - ram-b-224-1u",,,17.49,,"ram 3.3\"" diameter suction cup base with b size 1\"" ball - ram-b-224-1u",ram mounts,
r978,source_alpha//14224876,356251,source_alpha,,,,,inr,"cooler master mastercase h500 iron grey atx mid-tower, tempered glass panel, two 200mm rgb fans with controller and case handle for transport",cooler master,
r979,source_beta//20791179,356251,source_beta,,coolermaster,"mastercase h500mchoose between the mesh front panel for optimized airflow or the glass option for a balance of aesthetics and performance with the included accessory. move air stylishly and quietly with two 200mm addressable rgb fans controlled by an included addressable rgb controller. edge-to-edge glass side panels on both sides, a glass top panel, and a glass front panel offer a clear and comprehensive system view. relieve the stress of weight and reinforce larger, longer graphics cards with an included adjustable graphics card support arm. the front panel is compatible with up to 360mm radiators, including support for 200mm sized radiators. the top bracket supports up to 360mm radiators along with 200mm fans. a dedicated water pump bracket offers mounting options directly atop the psu shroud.interchangeable front panels addressable rgb fans & controller four tempered glass panels adjustable graphics card support arm watercooling support covers for clean building rich connectivitytechnical specificationsproduct name mastercase h500mmodel mcm-h500m-ihnn-s00available color iron greymaterials outlook: steel mesh, glassbody: steelside panel: tempered glassdimensions (lxwxh) 544 x 248 x 546mm / 21.4 x 9.8 x 21.5 inchmotherboard support mini-itx, micro-atx, atx, e-atx (support upto 12\"" x 10.7\"")expansion slots 7 + 2 (support vertical graphics card installation)5.25\"" drive bays nocombo 3.5\"" / 2.5\"" drive bays 22.5\"" ssd drive bays 6i/o port usb 3.1 type-c x 1usb 3.0 type-a x 4audio in & out (supports hd audio)pre-installed fan(s) - front 200mm argb fan x 2 (speed: 800rpm / connector: 3pin + argb 3pin)pre-installed fan(s) - rear 140mm fan x 1 (speed: 1200rpm / connector: 3pin)fan support - top 120 fan x 3 or 140mm/200mm fan x 2fan support - front 120/140mm fan x 3 or 200mm fan x 2fan support - rear 120/140mm fan x 1liquid cooling support - top 120mm, 140mm, 240mm, 280mm, 360mm (maximum thickness clearance 43mm)liquid cooling support - front 120mm, 140mm, 200mm, 240mm, 280mm, 360mm (70mm clearance w/radiator lid & m.portremoved)liquid cooling support - rear 120mm, 140mmclearance - cpu cooler190mmclearance - graphics card 412mmclearance - power supply 200mmpower supply support bottom mount, atx ps2ean code 4719512072165upc code 884102044663.",,kč,"cooler master case mastercase h500m, e-atx, 1x usb 3.1 type-c, 4x usb3.0, bez zdroje, kovová šedá",coolermaster,
r980,source_gamma//31248397,356251,source_gamma,boitier cooler master mastercase h500 mcm-h500-ignn-s00 - mt/atx,,,98.99,,boitier cooler master mastercase h500 mcm-h500-ignn-s00 - mt/atx,cooler master,
r981,source_alpha//35727606,356251,source_alpha,,,,,myr,cooler master case h500m haf elements designs,,
r982,source_beta//45551590,356251,source_beta,,,"mastercase h500m tempered glass, no psu, e-atx, iron grey, mid tower case",,usd,"mastercase h500m tempered glass, no psu, e-atx, iron grey, mid tower case",,
r983,source_gamma//5108805,356251,source_gamma,cooler master mastercase h500 rgb case,,,149,,cooler master mastercase h500 rgb case,cooler master,
r984,source_alpha//1929845,357489,source_alpha,,,,,bgn,ws-c3650-48fd-lcisco catalyst 3650 48 port full poe 2x10g uplink lan base,,
r985,source_beta//28227060,357489,source_beta,,,cisco catalyst 3650 48 port full poe 2x10g uplink lan base,,,cisco catalyst 3650 48 port full poe 2x10g uplink lan base,,
r986,source_gamma//4384159,357489,source_gamma,cisco catalyst 3650 48 port full poe 2x10g uplink,,,,,cisco catalyst 3650 48 port full poe 2x10g uplink,,
r987,source_alpha//48763320,357489,source_alpha,,,,,usd,cisco catalyst 3650-48f ethernet switch - wsc365048fdl,,
r988,source_beta//51316463,357489,source_beta,,,highest quality cisco products,,aud,cisco (ws-c3650-48fd-l) cisco catalyst 3650 48 port full poe 2x10g uplink lan base,,
r989,source_gamma//61978477,357489,source_gamma,cisco ws-c3650-48fd-l (ws-c3650-48fd-l) cisco catalyst 3650 48 port full poe 2x10g uplink lan base,,,9593,,cisco ws-c3650-48fd-l (ws-c3650-48fd-l) cisco catalyst 3650 48 port full poe 2x10g uplink lan base,cisco,
r990,source_alpha//19072250,359727,source_alpha,,,,,usd,jabra biz 2300 usb ms mono wired headset,jabra,
r991,source_beta//19657799,359727,source_beta,,jabra gn,mono earpiece — lets you keep in touch with your surroundings while you're on the line.noise-ca...,,usd,"jabra biz 2300 mono, usb",jabra gn,
r992,source_gamma//29700753,359727,source_gamma,"jabra biz 2300 mono, usb, ms",,,183.24,,"jabra biz 2300 mono, usb, ms",,
r993,source_alpha//36489594,359727,source_alpha,,,,,gbp,jabra biz 2300 usb mono headset,jabra,
r994,source_beta//36735751,359727,source_beta,,,"jabra biz™ 2300 usb mono, type: 82 e-std, microphone boom: freespin (headband), usb connector, with mute-button and volume control on the cord, microsoft optimized",,,"jabra biz 2300 usb mono, type: 82 e-std",,
r995,source_gamma//3736831,359727,source_gamma,jabra biz 2300 usb ms mono - headset,,,158.99,,jabra biz 2300 usb ms mono - headset,,
r996,source_alpha//14529799,373003,source_alpha,,,,,usd,adaptador de red usb tp-link archer t2u nano,,
r997,source_beta//22587878,373003,source_beta,,,"high speed wifi, dual band wireless, nano design, 433mbps on 5ghz, 200mbps on 2.4ghz",,gbp,tp-link ac600 nano wireless usb adapter,,
r998,source_gamma//24655875,373003,source_gamma,tp-link archer t2u nano ac600 wlan usb stick (433 mbit/s),,,13.93,,tp-link archer t2u nano ac600 wlan usb stick (433 mbit/s),tp-link,
r999,source_alpha//2790527,373003,source_alpha,,,,,usd,tp-link archer t2u nano ac600 nano wireless usb adapter,tp-link,
r1000,source_beta//32675912,373003,source_beta,,tp link,the tp link archer t2u nano ac600 wireless usb wifi adapter receives wi-fi signals on two separate bands for both hd video streaming and normal web surfing use,,gbp,tp link archer t2u nano ac600 wireless usb wifi adapter,tp link,
r1001,source_gamma//43053272,373003,source_gamma,tp-link archer t2u nano 433mbps usb 2.0 wifi adapter,,,1.248e1,,tp-link archer t2u nano 433mbps usb 2.0 wifi adapter,,
r1002,source_alpha//11782965,3739198,source_alpha,,,,,thb,"cisco catalyst 2960-plus | ws-c2960+48tc-l catalyst 2960 plus 48 port 10/100, 2x1g sfp/rj-45 lan base",cisco,
r1003,source_beta//12748766,3739198,source_beta,,,"the cisco® catalyst® 2960-plus series switches are fixed-configuration fast ethernet switches (figure 1) that provide enterprise-class layer 2 switching for branch offices, conventional workspaces, and infrastructure applications. they enable reliable and secure operations with lower total cost of ownership through a range of cisco ios® software features, including cisco catalyst smartoperations. for more detail: https://www.cisco.com/c/en/us/support/switches/catalyst-2960-plus-48tc-l-switch/model.html",,hkd,catalyst 2960 plus-48tc-l,,
r1004,source_gamma//31092129,3739198,source_gamma,ws-c2960+48tc-l cisco catalyst 2960-plus network switch (refurb),,,497.00,,ws-c2960+48tc-l cisco catalyst 2960-plus network switch (refurb),,
r1005,source_alpha//31298513,3739198,source_alpha,,,,,,catalyst 2960 48 10/100 + 2 t/sfp lan base image,,
r1006,source_beta//32095160,3739198,source_beta,,,"the cisco catalyst ws-c2960+48tc-l switch is a fixed-configuration fast ethernet switch that provides enterprise-class layer 2 switching for branch offices, conventional workspaces, and infrastructure applications. they enable reliable and secure operations with lower total cost of ownership through a range of cisco ios software features, including cisco catalyst smartoperations.features:48fast ethernet portssmall form-factor pluggable (sfp) and 1000base-t gigabit ethernet uplinkslan basecisco ios software feature setsmartoperations tools that simplify deployment and reduce the cost of network administrationcisco energywise technology to manage energy consumed by connected devicesenterprise-class quality of servicethe cisco 2960-plus series switches offer intelligent traffic management that keeps everything flowing smoothly. flexible mechanisms for marking, classification, and scheduling deliver superior performance for data, voice, and video traffic, all at wire speed.cisco catalyst smartoperationscisco catalyst smartoperations is a comprehensive set of capabilities that simplify lan planning, deployment, monitoring, and troubleshooting. deploying smartoperations tools reduces the time and effort required to operate the network and lowers total cost of ownership (tco).cisco energywisecisco energywise empowers it teams to measure and manage the power consumed by devices connected to the network, providing measurable energy savings and reduced greenhouse gas emissions. energywise policies can be used to control the power consumed by poe-powered endpoints, desktop and data-center it equipment, and a wide range of building infrastructure. energywise technology is included on all cisco catalyst 2960-plus series switches.network managementthe cisco catalyst 2960-plus series switches offer a superior cli for detailed configuration and administration. 2960-plus switches are also supported in the full range of cisco network management solutions.",,gbp,cisco catalyst ws-c2960+48tc-l switch,,
r1007,source_gamma//38229177,3739198,source_gamma,cisco - catalyst 2960 plus 48 10/100 + 2 t/sfp l,,,19599.00,,cisco - catalyst 2960 plus 48 10/100 + 2 t/sfp l,,
r1008,source_alpha//14979345,3789862,source_alpha,,,,,cad,shimano pd-rs500 road pedal,,
r1009,source_beta//25212389,3789862,source_beta,,,"shimano makes the very best road pedals on the market and the $60 rs500 has the same action and cleat as the top of the range dura ace.lighter spring tension optimized for beginner riderslarger entry target for easier engagementextra-wide platform transfers pedaling power efficientlyaverage weight 320 gbinding single sidedcartridge axle ✔cleat included sm-sh11cleat retention adjuster ✔optional cleat sm-sh10, sm-sh12pedal type roadreflector sm-pd58sealed mechanism ✔",,,shimano pd-rs500 spd-sl road pedals,,
r1010,source_gamma//462557,3789862,source_gamma,shimano spd-sl pedals black,,,99.95,,shimano spd-sl pedals black,shimano,
r1011,source_alpha//48734649,3789862,source_alpha,,,,,aud,shimano pedal pd-rs500 sl black,shimano,
r1012,source_beta//49281689,3789862,source_beta,,,,,sek,shimano pedaler spd pd-rs500,,
r1013,source_gamma//56881800,3789862,source_gamma,shimano pd-rs500 spd-sl road pedals black,,,66.99,,shimano pd-rs500 spd-sl road pedals black,shimano,
r1014,source_alpha//11564664,3880206,source_alpha,,,,,aed,"western digital my passport, 4tb, black3 years - wdbyft0040bbk-wesn",western digital,
r1015,source_beta//16338439,3880206,source_beta,,,wd 4tb my passport portable hard drivewd 4tb my passport portable hard drive 4tb storage capacity micro-usb 3.0 interface bus powered data protection with hardware encryption1 year warranty,,kes,wd 4tb my passport portable hard drive,,
r1016,source_gamma//27957137,3880206,source_gamma,wd 4tb black my passport portable external hard drive - usb 3.0 - wdbyft0040bbk-wesn,,,100.03,,wd 4tb black my passport portable external hard drive - usb 3.0 - wdbyft0040bbk-wesn,western digital,
r1017,source_alpha//4129196,3880206,source_alpha,,,,,ron,"hdd extern wd my passport, 4tb, 2,5"" usb 3.0, negru",,
r1018,source_beta//43974669,3880206,source_beta,,,"specificationscapacity4 tbcolourblackform factor2.5 interfaceusb 3.0 and 2.0raidseriesmy passportwarranty3 yearsweight250g (0.54lb)my passport® /portable storage/ usb 3.0trusted and loved portable storage in a reimagined design.my passport™ is the trusted, portable storage that perfectly complements your on-the-go lifestyle. designed to fit in the palm of your hand, there s plenty of space to store a massive amount of photos, videos, music and documents. perfectly paired with wd backup™ software and password protection, the my passport drive helps keep your files safe.product featuresback up automaticallythe my passport drive comes equipped with wd backup software to help make sure your photos, videos, music and documents don t get lost. you can set it to run automatically to your schedule. just pick the time and frequency to back up important files from your system onto your my passport drive.reimagined designthe sleek, vibrant design of the my passport drive comes in a wide range of bold, beautiful colors so you can pick the one that matches your own unique, personal style.password protection with hardware encryptionthe my passport drive s built-in 256-bit aes hardware encryption with wd security™ software helps keep your content private and safe. just activate password protection and set your own personalized password. you can also add a return-if-found message as the password prompt to help your my passport drive find its way back to you if it ever accidentally gets left behind.easy to usemy passport portable storage is ready to use out of the box so you can start transferring files, saving your memories and backing up. it comes with all the software you need to help protect all your data, including wd backup and wd security software.",,aud,wd my passport 4tb usb3.0 portable hard drive- black,,
r1019,source_gamma//61533965,3880206,source_gamma,wd my passport usb 3.0 portable hard drive 4tb - black,,,256,,wd my passport usb 3.0 portable hard drive 4tb - black,,
r1020,source_alpha//15469512,390091,source_alpha,,,,,aud,canon ef-s 18-135mm is usm zoom lens,canon,
r1021,source_beta//1754547,390091,source_beta,,,"a highly versatile zoom lens with nano usm for sharp photos and smooth, quiet focus for movies",,aed,canon ef-s 18-135mm f/3.5-5.6 is usm lens,,
r1022,source_gamma//36122706,390091,source_gamma,"canon ef-s 18-135 mm/3,5-5,6 is nano usm",,,469.00,,"canon ef-s 18-135 mm/3,5-5,6 is nano usm",canon,
r1023,source_alpha//43932865,390091,source_alpha,,,,,sek,canon ef-s 18-135/3.5-5.6 is usm,canon,
r1024,source_beta//49678723,390091,source_beta,,,0000006490| canon ef-s 18-135mm f3.5-5.6 is nano usm lens,,aud,0000006490| canon ef-s 18-135mm f3.5-5.6 is nano usm lens,,
r1025,source_gamma//53053823,390091,source_gamma,canon ef-s 18-135mm f/3.5-5.6 is usm zoom lens,,,799,,canon ef-s 18-135mm f/3.5-5.6 is usm zoom lens,,
r1026,source_alpha//1970599,394619,source_alpha,,,,,aud,"ram short double socket arm 1\"" balls",ram mounts,
r1027,source_beta//22216118,394619,source_beta,,,ram®double socket arm,,,ram® double socket arm b-201-u-a,,
r1028,source_gamma//33133828,394619,source_gamma,"ram short double socket arm for 1\"" ball bases - overall length: 2.38\""",,,2.395e1,,"ram short double socket arm for 1\"" ball bases - overall length: 2.38\""",,
r1029,source_alpha//39924028,394619,source_alpha,,,,,usd,"ram® double socket arm (short 1.75\"")",,
r1030,source_beta//43443246,394619,source_beta,,ram,,,eur,unpkg ram dbl socket arm b ball a length,ram,
r1031,source_gamma//60121656,394619,source_gamma,double socket arm - short - black - ram 201u-a,,,13.99,,double socket arm - short - black - ram 201u-a,,
r1032,source_alpha//12772810,395055,source_alpha,,,,,eur,d1-tape 24mm x 7m black on white in,,
r1033,source_beta//1368009,395055,source_beta,,,genuine dymo 24mm x 7m black on white label tape roll sd53713,,aud,genuine dymo 24mm x 7m black on white label tape roll sd53713,,
r1034,source_gamma//22463957,395055,source_gamma,dymo d1 - glossy tape - black on white - roll (2.4 cm x 7 m) - 1 roll(s),,,15.48,,dymo d1 - glossy tape - black on white - roll (2.4 cm x 7 m) - 1 roll(s),,
r1035,source_alpha//23327649,395055,source_alpha,,,,,gbp,dymo 24mm black on white d1 tape (53713),dymo,
r1036,source_beta//48920124,395055,source_beta,,,s0720930 dymo,,eur,d1-tape 24mm x 7m noir on blanc in,,
r1037,source_gamma//64328695,395055,source_gamma,dymo d1 tape for electronic labelmakers 24mmx7m black on white ref 53713 s0720930,,,19.99,,dymo d1 tape for electronic labelmakers 24mmx7m black on white ref 53713 s0720930,,
r1038,source_alpha//17150838,398842,source_alpha,,,,,eur,memória ram kingston_valueram ddr3 hyperx 1600mhz hx316c10f/8,,
r1039,source_beta//31250695,398842,source_beta,,kingston,,,,kingston ddr3-1600 8gb hyperx fury blu (hx316c10f/ 8),kingston,
r1040,source_gamma//45282536,398842,source_gamma,kingston 8gb ddr3 1600mhz hyperx fury blue series,,,16051.53,,kingston 8gb ddr3 1600mhz hyperx fury blue series,kingston,
r1041,source_alpha//5040551,398842,source_alpha,,,,,cad,"8gb hyperx fury blue ddr3, 1600mhz, cl10, 1.5v, 240-pin dimm",,
r1042,source_beta//55754796,398842,source_beta,,,"hyperx hx316c10f/8 is a 1g x 64-bit (8gb) ddr3-1600 cl10 sdram (synchronous dram) 2rx8 memory module, based on sixteen 512m x 8-bit ddr3 fbga components. this module has been tested to run at ddr3-1600 at low latency timing.",,cad,hyperx fury - ddr3 - 8 gb - dimm 240-pin - unbuffered,,
r1043,source_gamma//56594170,398842,source_gamma,"kingston hyperx fury series cl10,",,,3395,,"kingston hyperx fury series cl10,",,
r1044,source_alpha//19950624,4045323,source_alpha,,,,,aed,hikvision-ds-7216hqhi-k1 (turbo hd 4.0)1080p 4mp lite,,
r1045,source_beta//36118110,4045323,source_beta,,,,,xof,dvr 16 canaux 1080p 1u h.265,,
r1046,source_gamma//3762458,4045323,source_gamma,ds-7216hqhi-k1 hikvision 16 cs. turbohd dvr,,,,,ds-7216hqhi-k1 hikvision 16 cs. turbohd dvr,,
r1047,source_alpha//38112967,4045323,source_alpha,,,,,,hikvision ds-7216hqhi-k1 2 megapixel (2mp) hybrid 16 channel dvr,,
r1048,source_beta//47274803,4045323,source_beta,,,"key featuresh.265+/h.265/h.264+/h.264 encoding for the main streamself-adaptive hdtvi/hdcvi/ahd/cvbs signal inputfull channel 720p resolution real-time recording12.5fps recording on 1080phdmi and vga output at up to 1920x1080p resolutionalso includes 1 x bnc (cvbs) video output for spot outputlong transmission distance over coax cablesupport up to 16-ch synchronous playback at 1080p resolutioninternet & smart phone compatibledownloadmanufacturers spec sheet (pdf)compatibilityhd-tvi: any hikvision hd-tvi cameraahd: any ahd cctv cameraanalogue: any analogue cctv cameravideo / audio inputvideo compressionh.265+/h.265/h.264+/h.264analog and hd-tvi video input16ch; bnc interface (1.0vp-p, 75 ω)supported camera typessupport hdtvi input: 3mp,1080p/25hz, 1080p/30hz,720p/25hz, 720p/30hz, 720p/50hz, 720p/60hz,support ahd input: 1080p/25hz, 1080p/30hz, 720p/25hz, 720p/30hzsupport cvi input: 1080p/25hz, 1080p/30hz, 720p/25hz, 720p/30hzsupport cvbs inputvideo input interfacebnc (1.0 vp-p, 75ω)audio compressiong.711uaudio input / two-way audio in1-ch, rca (2.0 vp-p, 1 kω)video / audio outputcvbs output1-ch, bnc(1.0vp-p,75ω), resolution:pal:704x576hdmi / vga outputvga: 1-ch, 1920 × 1080/60hz, 1280 × 1024/60hz, 1280 × 720/60hz, 1024 × 768/60hzhdmi: 1-ch, 4k (3840 × 2160)/30hz, 2k (2560 × 1440)/60hz, 1920 × 1080/60hz, 1280 × 1024/60hz, 1280 × 720/60hz, 1024 × 768/60hzencoding resolutionwhen 1080p lite mode not enabled: 3 mp/1080p/720p/vga/wd1/4cif/cif;when 1080p lite mode enabled: 3 mp/1080p lite/720p lite/vga/wd1/4cif/cifframe ratemain stream:when 1080p lite mode not enabled: for 3 mp stream access: 3 mp/1080p/720p/vga/wd1/4cif/cif@15fpsfor 1080p stream access: 1080p/720p@15fps; vga/wd1/4cif/cif@25fps (p)/30fps (n)for 720p stream access: 720p/vga/wd1/4cif/cif@25fps (p)/30fps (n)when 1080p lite mode enabled: 3 mp@15fps1080p lite/720p lite/vga/wd1/4cif/cif@25fps (p)/30fps (n)sub-stream: wd1/4cif@12fps; cif@25fps (p)/30fps (n)video bit rate32 kbps - 6 mbpsstream typevideo, video & audioaudio output1-ch, rca (linear, 1kω)audio bit rate64 kbpsdual-streamsupportplayback resolution3 mp/1080p/720p/vga/wd1/4cif/cifsynchronous playback16chnetwork managementremote connections128network protocolstcp/ip, pppoe, dhcp, hik-connect cloud p2p,dns, ddns, ntp, sadp, nfs, iscsi, upnp™, https,onvifhard disksata1 sata interfacecapacityup to 6 tb capacity for each diskexternal interfacenetwork interface1; 10m / 100m self-adaptive ethernet interfaceserial interface1; standard rs-485 serial interface, half-duplexusb interface2, usb2.0generalpower supply12v dcconsumptionmax 7.5wworking temperature-10 °c ~ +55 °cworking humidity10% ~ 90%chassis1u chassisdimensions (w x h x d)315 x 45 x 242 mm weightapprox. 1.16kg",,,ds-7216hqhi-k1 hikvision 16 channel 3mp / 1080p hd-tvi hybrid dvr with cvbs (turbo4.0),,
r1049,source_gamma//51670079,4045323,source_gamma,hikvision 16ch turbo full hd1080p dvr,,,450,,hikvision 16ch turbo full hd1080p dvr,,
r1050,source_alpha//12139984,426443,source_alpha,,,,,eur,epson light cyan (80 ml) for stylus pro 3800,,
r1051,source_beta//12201109,426443,source_beta,,epson,,,eur,"epson tinte t5805 light cyan, 80 ml",epson,
r1052,source_gamma//15159780,426443,source_gamma,epson stylus pro 3800 lgt cyan 8oml,,,42.77,,epson stylus pro 3800 lgt cyan 8oml,,
r1053,source_alpha//22285992,426443,source_alpha,,,,,usd,"epson t5805 light cyan ink cartridge, epson t580500",epson,
r1054,source_beta//31960849,426443,source_beta,,,,,cad,epson t580500 light cyan 80ml ultra chrome stylus pro 3800 / 3880,,
r1055,source_gamma//42710,426443,source_gamma,original patrone epson t5805 light cyan,,,50.95,,original patrone epson t5805 light cyan,,
r1056,source_alpha//12187600,4275566,source_alpha,,,,,cad,unifi ac mesh pro 5 pack,,
r1057,source_beta//1444713,4275566,source_beta,,,"hardware overview:-weather-resistant form factor: the enclosure of the unifi ac mesh pro ap is designed to withstand the elements, making it ideal for outdoor deployment.led: unique provisioning led provides administrator location tracking and alerts for each device.powerful coverage: built-in dual-band omnidirectional antennas deliver expanded...",,gbp,ubiquiti unifi ac mesh pro outdoor 5 pack uap-ac-m-pro-5 (no poe injectors),,
r1058,source_gamma//24151151,4275566,source_gamma,ubiquiti networks uap-ac-m-pro 1300mbit/s power over ethernet (poe) wit wlan toegangspunt,,,1.00895e3,,ubiquiti networks uap-ac-m-pro 1300mbit/s power over ethernet (poe) wit wlan toegangspunt,,
r1059,source_alpha//45001854,4275566,source_alpha,,,,,ron,ubiquiti unifi mesh ap out ac1750 5 pack,,
r1060,source_beta//53570958,4275566,source_beta,,ubiquiti,"(uap-ac-m-pro-5 pack row version) the unifi ac mesh pro ap provides simultaneous, dual-band, 3x3 mimo technology and is available in single- and five-packs. the enclosure of the unifi ac mesh pro ap is designed to withstand the elements, making it ideal for outdoor deployment. the unifi ac mesh pro ap can be mounted on a wall or pole. (all accessories are included.)the primary port is for data and poe; the secondary port is for bridging. built-in dual-band omnidirectional antennas deliver expanded range coverage outdoors.you can power the unifi ac mesh pro ap with an 802.3af compatible switch, unifi poe switch, or the included gigabit poe adapter. we recommend powering your unifi devices with a unifi poe switch (sold separately).",,usd,unifi ac mesh pro ap -5 pack (row version),ubiquiti,
r1061,source_gamma//55307387,4275566,source_gamma,ubiquiti unifi ac mesh pro access point - 5 pack (uap-ac-m-pro-5),,,778.80,,ubiquiti unifi ac mesh pro access point - 5 pack (uap-ac-m-pro-5),,
r1062,source_alpha//16696118,431550,source_alpha,,,,,omr,spd-sl-cleat-set-sm-sh10-(red)-[0degree],shimano,
r1063,source_beta//20160782,431550,source_beta,,,"the extra-wide, low-profile design of the spd-sl cleat and binding mechanism creates a highly stable interface between the shoe and pedal.",,aud,shimano sm-sh10 spd-sl cleat set fixed mode - red,,
r1064,source_gamma//20289601,431550,source_gamma,shimano spd sl cleat set-spd sl cleat set,,,21.00,,shimano spd sl cleat set-spd sl cleat set,,
r1065,source_alpha//26060342,431550,source_alpha,,,,,gbp,spd sl cleats - pair - fixed cleat / black & red,,
r1066,source_beta//27385403,431550,source_beta,,shimano,"this is the shimano spd-sl road cycling cleat set. for use with shimano spd-sl compatible pedals and available in 3 versions. red/ sm-sh10 is zero float or \""fixed\"", yellow/sm-sh11 is 6°float, and blue/sm-sh12 is 2° of float.three-hole spd-sl/look-style cleat mountspecifications:color: black/redcleat bolt pattern: spd-slfloat: 0 this product is expected to arrive on friday, october 9 2020",,usd,shimano sm-sh10 spd-sl road cleats (red/zero float),shimano,
