record_id,spec_id,entity_id,source,llm_title,llm_brand,llm_description,llm_price,llm_priceCurrency,llm___title,llm___brand,llm___model
r869,source_gamma//41520329,3041830,source_gamma,evans ec2 sst clear batter drumhead 13 in.,,"featuresclear batter drumheadcontains evans' exclusive sound shaping technology (sst)eliminates vibrationsdampens higher overtonesenhances low-end attacksupports a broader tuning range6\""",17.99,usd,evans ec2 sst clear batter drumhead 13 in.,,
r870,source_alpha//19462081,3100816,source_alpha,"zotac grafikkarte gaming geforce rtx 2060 super amp, 8 gb (zt-t20610d-10p)",,,4.349e2,eur,"zotac grafikkarte gaming geforce rtx 2060 super amp, 8 gb (zt-t20610d-10p)",,
r871,source_beta//23599545,3100816,source_beta,zotac geforce rtx 2060 super amp 8gb gddr6,,"everything is super with the all-new zotac gaming geforce rtx 20 series super graphics cards. based on the nvidia turing architecture, it?s packed with more cores and ultra-fast gddr6 memory. integrated with more smart and optimized technologies, get ready to get fast and game strong.",38500.00,inr,zotac geforce rtx 2060 super amp 8gb gddr6,,
r872,source_gamma//24349826,3100816,source_gamma,zotac vga gaming rtx 2060 super amp 8gb gddr6,,,540.50,,zotac vga gaming rtx 2060 super amp 8gb gddr6,,
r873,source_alpha//35714440,3100816,source_alpha,zotac geforce rtx 2060 amp super 8gb gddr6 hdmi/3*dp pci ex 3.0 16x,,zotac geforce rtx 2060 amp super 8gb gddr6 hdmi/3*dp pci ex 3.0 16x,490,eur,zotac geforce rtx 2060 amp super 8gb gddr6 hdmi/3*dp pci ex 3.0 16x,,
r874,source_beta//38097780,3100816,source_beta,zotac geforce rtx 2060 super amp!,,,,,zotac geforce rtx 2060 super amp!,,
r875,source_gamma//43979051,3100816,source_gamma,"zotac , geforce rtx 2060 super, 8 gb, gddr6, 256 bit, 4096 x 2160",,", geforce rtx 2060 super, 8 gb, gddr6, 256 bit, 4096 x 2160 pixeles, pci express 3.0",415.33,eur,"zotac , geforce rtx 2060 super, 8 gb, gddr6, 256 bit, 4096 x 2160",,
r876,source_alpha//19006949,310518,source_alpha,intel cpu 10th gen comet lake i7-10700kf 3.80ghz lga1200 16.00mb cache boxed,,,476.90,eur,intel cpu 10th gen comet lake i7-10700kf 3.80ghz lga1200 16.00mb cache boxed,,
r877,source_beta//23327520,310518,source_beta,new intel core i7-10700kf cpu 3.8ghz,intel,,579.00,aud,new intel core i7-10700kf cpu 3.8ghz,intel,
r878,source_gamma//24681395,310518,source_gamma,intel core i7-10700kf comet lake cpu - 8 kerne 3.8 ghz - intel lga1200 - intel boxed without heatsink/fan,,"prozessor (cpu), 3.8 ghz (5.1 ghz turbo), unlocked (übertaktbar), 8 kerne (octa core), 16 threads, 16 mb cache, unterstützt dual channel ddr4-2933 ram, 16 pci express gen 3.0 lanes, lga1200 socket, 125 watt tdp, box (ohne kühler) - comet lake",359.99,eur,intel core i7-10700kf comet lake cpu - 8 kerne 3.8 ghz - intel lga1200 - intel boxed without heatsink/fan,,
r879,source_alpha//33480491,310518,source_alpha,intel cpu bx8070110700kf core i7-10700kf box 16m cache 3.8ghz 8core/16thread s1200 retail,intel,intel cpu bx8070110700kf core i7-10700kf box 16m cache 3.8ghz 8core/16thread s1200 retail,370.99,usd,intel cpu bx8070110700kf core i7-10700kf box 16m cache 3.8ghz 8core/16thread s1200 retail,intel,
r880,source_beta//34659801,310518,source_beta,intel core i7-10700kf processor,,"socket-lga1200, 8-core, 16-thread, 3.8/5.1ghz, comet lake, uden køler",2777.00,dkk,intel core i7-10700kf processor,,
r881,source_gamma//36308180,310518,source_gamma,intel core i7-10700kf 8-core 5.10ghz cpu,intel,"intel helps power the world’sfastest gamingdesktoppcsunlocked 10th gen intel® core™ desktop processors are optimized forenthusiast gamers, overclockers and serious content creators looking to takeadvantage of amazing overclocking and unleash the performance capabilities ofthese new processors. with an optimal balance of frequency, cores and threads,advanced tuning support, and blazing connectivity, unlocked 10th gen intel®core™ processors supercharge desktops for a competitiveedge.10th gen intel® core™ “kf” sku desktop processors are built for gamersand creators with the same 10th gen innovations, specifications, andperformance, but without processor graphics features. as a result, they candeliver added value when cpu performance is the top priority. with an optimalbalance of frequency, cores and threads, optional advanced tuning support, andblazing connectivity, 10th gen intel® core™ processors supercharge desktopsfor competitive and premium performance. processors with a “kf” in theirprocessor number also offer overclocking capabilities.this processor requires discrete graphics and must be paired with amotherboard that supports a discrete graphicscard.features16mb intel smart cache cache8cores16threads5.10ghz max turbo frequencyspecificationsessentials:product collection:10th generation intel® core™ i7processorscode name:products formerly comet lakevertical segment:desktopprocessor number:i7–10700kflithography:14 nmperformance:# of cores:8# of threads:16processor base frequency:3.80ghzmax turbo frequency:5.10ghzcache:16 mb intel® smart cachebus speed:8 gt/sintel® turbo boost max technology3.0frequency:5­.10ghztdp:125 wconfigurable tdp-down frequency:3.50ghzconfigurable tdp-down:95 wmemory specifications:max memory size (dependent on memory type):128gbmemory types:ddr4–2933max # of memory channels:2max memory bandwidth:45.8gb/secc memory supported:noprocessor graphics:processor graphics:n/aexpansion options:scalability:1s onlypci express revision:3pci express configurations:up to 1×16, 2×8,1×8+2×4max # of pci express lanes:16package specifications:sockets supported:fclga1200max cpu configuration:1thermal solution specification:pcg 2015dtjunction:100°cpackage size:37.5mm x 37.5mmadvanced technologies:intel® optane™ memory supported:yesintel® thermal velocity boost:nointel® turbo boost max technology 3.0:yesintel® turbo boost technology:2intel® vpro™ platform eligibility:nointel® hyper-threading technology:yesintel® virtualization technology (vt-x):yesintel® virtualization technology for directed i/o(vt-d):yesintel® vt-x with extended page tables (ept):yesintel® transactional synchronization extensions:nointel® 64:yesinstruction set:64-bitinstruction set extensions:intel® sse4.1, intel® sse4.2,intel®avx2idle states:yesenhanced intel speedstep® technology:yesthermal monitoring technologies:yesintel® identity protection technology:yesintel® stable image platform program (sipp):nosecurity & reliability:intel® aes new instructions:yessecure key:yesintel® software guard extensions (intel® sgx):yes withintel®meintel® os guard:yesintel® trusted execution technology:noexecute disable bit:yesintel® boot guard:yes",689.00,nzd,intel core i7-10700kf 8-core 5.10ghz cpu,intel,
r882,source_alpha//15715443,3154731,source_alpha,asus dual-rtx2080s-o8g-evo ddr6 super graphics card,asus,the asus dual geforce®rtx 2080 super™ evo oc edition 8gb gddr6 with two powerful axial-tech fans for high refresh rate aaa gaming and vr,1399.00,sgd,asus dual-rtx2080s-o8g-evo ddr6 super graphics card,asus,
r883,source_beta//2208179,3154731,source_beta,asus dual -rtx2080s-o8g-evo nvidia geforce rtx 2080 super 8 gb gddr6,,"dual -rtx2080s-o8g-evo, geforce rtx 2080 super, 8 gb, gddr6, 256 bit, 7680 x 4320 pixeles, pci express 3.0",725.41,eur,asus dual -rtx2080s-o8g-evo nvidia geforce rtx 2080 super 8 gb gddr6,,
r884,source_gamma//29339493,3154731,source_gamma,asus geforce rtx 2080 super 8gb dual oc evo,,asus geforce rtx 2080 super 8gb dual oc evo,9596.00,sek,asus geforce rtx 2080 super 8gb dual oc evo,,
r885,source_alpha//41868683,3154731,source_alpha,asus geforce rtx 2080 super dual oc evo - 8gb gddr6 ram - grafikkort,,"grafikkort, nvidia geforce rtx 2080 super overclocked (core clock 1650 mhz / boost clock 1860 mhz), 3072 cuda kerner, 8 gb gddr6 (memory clock 15.5 ghz) - 256-bit, pci express 3.0 x16, 1 x hdmi 2.0b / 3 x displayport 1.4 tilslutninger, understøtter nvidia g-sync, 1 x 6-pins & 1 x 8-pins strømstik, kortlængde: 267mm - asus dual low noise cooler - dual-rtx2080s-o8g-evo",6290.00,dkk,asus geforce rtx 2080 super dual oc evo - 8gb gddr6 ram - grafikkort,,
r886,source_beta//43227294,3154731,source_beta,"geforce® rtx 2080 super™ oc, dual-rtx2080s-o8g-evo, 1650 - 1860mhz, 8gb gddr6, graphics card",,the asus dual geforce® rtx 2080 super™ evo oc edition 8gb gddr6 with two powerful axial-tech fans for high refresh rate aaa gaming and vr,805.51,usd,"geforce® rtx 2080 super™ oc, dual-rtx2080s-o8g-evo, 1650 - 1860mhz, 8gb gddr6, graphics card",,
r887,source_gamma//5066967,3154731,source_gamma,"asus dual-rtx2080s-o8g-evo - oc edition - carte graphique - gf rtx 2080 super - 8 go gddr6 - pcie 3.0 x16 - hdmi, 3 x displaypo",asus,"asus dual-rtx2080s-o8g-evo - oc edition - carte graphique - gf rtx 2080 super - 8 go gddr6 - pcie 3.0 x16 - hdmi, 3 x displayport",805.23,eur,"asus dual-rtx2080s-o8g-evo - oc edition - carte graphique - gf rtx 2080 super - 8 go gddr6 - pcie 3.0 x16 - hdmi, 3 x displaypo",asus,
r888,source_alpha//10376743,3160384,source_alpha,canon ef-m 18-150mm f/3.5-6.3 is stm black eu10,canon,,506.99,eur,canon ef-m 18-150mm f/3.5-6.3 is stm black eu10,canon,
r889,source_beta//10409666,3160384,source_beta,canon ef-m 18-150mm f/3.5-6.3 is stm lens - graphite,,"a versatile mirrorless zoom lens for shooting sharp images and movies in smooth, quiet focus",519.0,eur,canon ef-m 18-150mm f/3.5-6.3 is stm lens - graphite,,
r890,source_gamma//2237327,3160384,source_gamma,canon ef-m 18-150mm f3.5-6.3 is stm zoom lens,,"versatile yet powerful lens to capture every occasionwith 8.3x zoom and weighing just 300g, this lens offers high-end performance in a small body, perfect to carry with you as you capture everything in sight.key featureskeep your stills sharp and movies steadyadvanced 4 stop image stabilizer minimises camera shake when shooting handheld in low light, perfect for capturing night time cityscapes or festival fun.smooth, quiet focusing when shooting moviesstepping motor (stm) technology delivers smooth and quiet auto focus when shooting in live view and movie modes.combination image stabilizer (is)designed to work seamlessly with the eos m5’s in-camera 5-axis digital stabilisation, combination is ensures every clip is crisp and clear",799,aud,canon ef-m 18-150mm f3.5-6.3 is stm zoom lens,,
r891,source_alpha//40876435,3160384,source_alpha,canon ef-m 18-150mm f/3.5-6.3 is stm (black),,"the ideal 'all-in-one' lens for eos m users, looking for unlimited creative opportunities. featuring 8.3x optical zoom, 4-stop optical image stabilizer and stm focusing technology.",7795.00,zar,canon ef-m 18-150mm f/3.5-6.3 is stm (black),,
r892,source_beta//55747284,3160384,source_beta,"canon ef-m 18-150mm, black",,,439.00,,"canon ef-m 18-150mm, black",,
r893,source_gamma//61784126,3160384,source_gamma,canon ef-m 18-150mm f/3.5-6.3 is stm lens - black,,"capture dramatic landscapes and beautiful close up detail of distant subjects with one compact, high-quality lens featuring 8.3x optical zoom, 4-stop image stabilizer and stm focusing technology. the ideal 'all-in-one' lens for eos m users.",439.00,gbp,canon ef-m 18-150mm f/3.5-6.3 is stm lens - black,,
r894,source_alpha//11130699,3162665,source_alpha,ernie ball power slinky strings,,,,,ernie ball power slinky strings,,
r895,source_beta//17026054,3162665,source_beta,ernie ball 2220 power slinky nickel electric guitar strings,,"ernie ball power slinky electric strings are a perfect match for those who like chunky rhythms for rock 'n' roll or for blues. power slinky strings have long been favored by slash, metallica, and kenny wayne shepherd due to their thicker gauge combination, providing a slightly more powerful tone.power slinky wound strings are made from nickel-plated, steel wire wrapped around a hex-shaped steel core wire. power slinky plain strings are made of specially tempered, tin-plated, high-carbon steel, producing a well-balanced tone for your guitar.all ernie ball strings are precision manufactured to the highest standards and the most exacting specs to assure consistency, optimum performance, and long life.ernie ball is a pioneer of rock and roll guitar strings. jimmy page, eric clapton, steve vai, and slash are among the long list of slinky players.gauges: 11-14-18-28-38-48.",5.99,usd,ernie ball 2220 power slinky nickel electric guitar strings,,
r896,source_gamma//21275129,3162665,source_gamma,ernie ball 2220 power slinky 11-48 electric guitar string set,,"(item: 749699122203)ernie ball 2220 power slinky 11-48 electric guitar string set:the most popular slinkys. made from nickel-plated steel wire wrapped around tin-plated, hex-shaped steel core wire. produces well-balanced tone. 2220 power slinky purple in gauges 11-14-18p-28-38-48.ernie ball 2220 power slinky nickel round wound electric guitar strings2220ernie ball's slinky nickel guitar string sets are by far their most popular item because of the well balanced and all around good sound they produce.these strings are made from nickel plated steel wire wrapped around tin plated hex shaped steel core wire. strings constructed with nickel promise to play beautifully for you throughout many music sessions.",4.99,usd,ernie ball 2220 power slinky 11-48 electric guitar string set,,
r897,source_alpha//21667958,3162665,source_alpha,"ernie ball power slinky electric guitar strings, 11-48",,shipping calculated at checkout,6,usd,"ernie ball power slinky electric guitar strings, 11-48",,
r898,source_beta//43148523,3162665,source_beta,3 x ernie ball power slinky electric guitar strings 11-48. 3 separate packs,,"untitled document power slinky electric guitar strings £15.95 = 3 full packs 11 - 48no. of strings6-string setgauge range11 - 48gauges11 , 14 , 18 , 28 , 38 , 48 . (plain 3rd)wrap materialnickel platedconstructionround woundhex core / round corehex coreball end / double ball endball endcoated / non-coatednon-coatedernie ball power slinky electric strings are a perfect match for those who like chunky rhythms for rock and roll or blues.power slinkys have long been favored by slash, metallica, & kenny wayne shepherd due to the thicker gauge combination providing a slightly more powerful tone. these strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. power slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.the plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar.gauges .011 .014 .018p .028 .038 .048£15.95 = 3 full packswe accept the following payment types:- we use the following delivery methods: please note free delivery is to uk mainland only where applicable.all orders for isles or offshore will incur delivery charges at international rates.",18.95,gbp,3 x ernie ball power slinky electric guitar strings 11-48. 3 separate packs,,
r899,source_gamma//46269662,3162665,source_gamma,ernie ball power slinky nickel wound guitar strings 11-48 2220,ernie ball,ernie ball nickel wound electric guitar strings are made from nickel plated steel wire wrapped around tin plated hex shaped steel core wire. the plain strings a,6.99,usd,ernie ball power slinky nickel wound guitar strings 11-48 2220,ernie ball,
r900,source_alpha//13220357,31649,source_alpha,ds-7616ni-k2/16p 4k nvr,,"• up to 8 megapixels resolution recording• support 1-ch hdmi, 1-ch vga, hmdi at up to 4k(3840x2160)resolution• 8/16-ch network cameras can be connected with80m/160m incoming bandwidth• up to 2 sata interfaces• plug & play with up to 16 independent poe network• dual-os to ensure high reliablility of system•support various vca detection alarm and vca search•support h.265/h.264/mpeg4 video formats",378.004,eur,ds-7616ni-k2/16p 4k nvr,,
r901,source_beta//14916037,31649,source_beta,nvr hikvision ip 16 canale ds-7616ni-k2,,"nvr hikvision ip 16 canale ds-7616ni-k2; ultrahd 4k; support 1-ch hdmi , 1-ch vga, hmdi at up to 4k(3840x2160) resolution; ip video input:; 16-ch; two-way audio input: 1-ch, rca (2.0 vp-p, 1kω);incoming band width:160mbps; outgoing band width: 160mbps; recording resolution:8mp/6mp/5mp/4mp/3mp/1080p/uxga/720p/vga/4cif/dcif/2cif/cif/qcif; sata: |2 sata interfaces for 2 hdds; capacity: up to 6tbcapacity for each hdd; alarm 4 in/1out; dimensions: 385 × 315× 52 mm; weight:3 kg; 16 independent poe network interfaces",1060.32,ron,nvr hikvision ip 16 canale ds-7616ni-k2,,
r902,source_gamma//15278551,31649,source_gamma,"hikvision 16 channel, 2hdd ref: ds-7616ni-k2/16p",,"hikvision 16 channel, 2hdd ref: ds-7616ni-k2/16p",314.37602,eur,"hikvision 16 channel, 2hdd ref: ds-7616ni-k2/16p",,
r903,source_alpha//189743,31649,source_alpha,hikvision ds-7616ni-k2-16p | 16 channel network video recorder,,"the hikvision ds-7616ni-k2-16p is a 16 channel network video recorder with a wide array of features, including 16 poe network interfaces, support for up to 4k (8mp) resolution recording and playback, h.264/h.264+/h.265 codecs, and a dual os design for reliability and failover redundancy.this brand new nvr is designed to be cost-efficient, whilst still containing all of the benefits and features that are expected from hikvision's latest generation of fantastic ip camera systems. it's perfect for those small security systems found in homes and shops.this nvr will accept any capacity hard drive (hdd) currently available. any maximum capacity stated on the manufacturer’s documents is simply based upon the maximum hdd size that was available at the time of release/publication.the k series nvrs also support hikvision's automatic number plate recognition solutions and other features such as two-way audio.this nvr has a hdmi and vga input to allow a monitor to be directly connected. alternatively, the nvr can be accessed remotely via web browser or hik-connect. a suitable power supply and mouse comes with this nvr.max. hdd support - 20tb (2x sata drive).max. supported ip cameras - 16max. megabits per second - 160mbpsplease note that hikvision nvrs are supplied without hard drives. we recommend the wd purple hdds for this product.hikvision nvr user manual hikvision nvr quick start guide hikvision product catalogue hikvision quick guide",270.00,gbp,hikvision ds-7616ni-k2-16p | 16 channel network video recorder,,
r904,source_beta//24427115,31649,source_beta,hikvision ds-7616ni-k2/16p 16ch 8mp nvr nvr cctv recorder with 16 poe ports,hikvision,,,,hikvision ds-7616ni-k2/16p 16ch 8mp nvr nvr cctv recorder with 16 poe ports,hikvision,
r905,source_gamma//25591343,31649,source_gamma,hikvision ds-7616ni-k2/16p,hikvision,"16-ch 1u 16 poe 4k nvrup to 16 channel ip cameras can be connectedsupports decoding h.265+/h.265/h.264+/h.264 video formatsup to 4k high-definition live view, storage and playbackup to 8-ch @ 1080p decoding capacityup to 160 mbps high incoming bandwidth ensures ip cameras can be connected1 hdmi and 1 vga interfaces: both interfaces support independent video output2 hdds for continuous video recordingcompatible with third-party network camerasplug & play with 16 power-over-ethernet (poe) interfaces",372.99,usd,hikvision ds-7616ni-k2/16p,hikvision,
r906,source_alpha//13167053,318597,source_alpha,tanica inchiostro a pigmenti nero light-light epson ultrachrome hdr (350ml),epson,,186.43,eur,tanica inchiostro a pigmenti nero light-light epson ultrachrome hdr (350ml),epson,
r907,source_beta//13870461,318597,source_beta,epson ink stylus pro 7890/9890 & 7900/9900 - light light black,,epson ultrachrome inks for stylus pro 7890/9890 & 7900/9900 350mlk3 hdr light light blackavailabilityin stock,133.5,eur,epson ink stylus pro 7890/9890 & 7900/9900 - light light black,,
r908,source_gamma//24486392,318597,source_gamma,epson ultrachrome t5969 ink cartridge - grey,epson,inkjet,156.61,gbp,epson ultrachrome t5969 ink cartridge - grey,epson,
r909,source_alpha//25622947,318597,source_alpha,"epson light lightblack ultrachrome hdr ink, 350mlfor 7900 / 9900",epson,,159.90,eur,"epson light lightblack ultrachrome hdr ink, 350mlfor 7900 / 9900",epson,
r910,source_beta//30642803,318597,source_beta,light light black t596900 ultrachrome hdr 350 ml,,light light black t596900 ultrachrome hdr 350 ml,"577,97 zł netto",pln,light light black t596900 ultrachrome hdr 350 ml,,
r911,source_gamma//4007084,318597,source_gamma,epson light light black t5969 ultrachrome hdr 350 ml,,compatible main units: epson stylus pro 7890 epson stylus pro 7890 spectroproofer epson stylus pro 7900 epson stylus pro 7900 spectro proofer epson stylus pro 7900 spectro proofer uv epson stylus pro 9890 epson stylus pro 9890 spectroproofer epson stylus pro 9900 epson stylus pro 9900 spectro proofer epson...,146.50,eur,epson light light black t5969 ultrachrome hdr 350 ml,,
r912,source_alpha//11605394,32777,source_alpha,amd ryzen 9 3900xt 12 core socket am4 3.80ghz unlocked cpu processor,,amd ryzen 9 3900xt 12 core socket am4 3.80ghz unlocked cpu processor - number of cpu cores: 12 - number of threads: 24 - base clock: 3.80 ghz - max boost clock: up to 4.70 ghz - total l2 cache: 6mb - total l3 cache: 64mb - unlocked: yes - socket: am4 - pci express version: pcie 4.0 - default tdp / tdp: 105w - 100-100000277wof - 3 years limited warranty,839.00,aud,amd ryzen 9 3900xt 12 core socket am4 3.80ghz unlocked cpu processor,,
r913,source_beta//13110023,32777,source_beta,amd ryzen 9 3900xt twelve core 4.7ghz (socket am4) processor - retail (100-100000277wof),amd,"100-100000277wof, 12 core with 24 threads, 4.70ghz clock speed, 7nm finfet process, 64mb l3 cache, dual channel ddr4 controller, 3200-3600mhz ram recommended, 3 year warranty",479.988,gbp,amd ryzen 9 3900xt twelve core 4.7ghz (socket am4) processor - retail (100-100000277wof),amd,
r914,source_gamma//15448834,32777,source_gamma,amd ryzen 9 3900xt am4 cpu,,specifications:socket: am4number of cores: 12number of thread: 24base clock: 3.8ghzmax boost clock: up to 4.7ghztotal l2 cache 6mbtotal l3 cache 64mbunlocked: yescmos: tsmc 7nm finfetpci express version: pcie 4.0thermal solution (pib): not includeddefault tdp / tdp: 105wmax temps: 95°csystem memory specification:up to 3200mhzsystem memory type: ddr4memory channels: 2manufacturer's link,9.17304e3,zar,amd ryzen 9 3900xt am4 cpu,,
r915,source_alpha//25769,32777,source_alpha,amd ryzen 9 3900xt / 3.8 ghz processor,,computer components,465.72,gbp,amd ryzen 9 3900xt / 3.8 ghz processor,,
r916,source_beta//31036624,32777,source_beta,amd ryzen 9 3900xt 3.8ghz twelve core cpu,,"available at ccl -amd ryzen 9 3900xt. 3.8ghz, 12 cores, 24 threads, 70mb cache & 105w tdp. fits in socket am4 motherboards. no cooler included.",4.8463e2,gbp,amd ryzen 9 3900xt 3.8ghz twelve core cpu,,
r917,source_gamma//31133163,32777,source_gamma,amd cpu ryzen 9 3900xt box without cooler,,cpu amd ryzen 9 3900xt box without cooler,548.62,eur,amd cpu ryzen 9 3900xt box without cooler,,
r918,source_alpha//18499315,328043,source_alpha,ink canon pg-545 nero pixma mg2450/ 2550,,,16.00,eur,ink canon pg-545 nero pixma mg2450/ 2550,,
r919,source_beta//21931622,328043,source_beta,canon pg-545 black ink cartridge,,black fine cartridge,180.0,nok,canon pg-545 black ink cartridge,,
r920,source_gamma//44451236,328043,source_gamma,original canon 8287b001 / pg545 printhead black,canon,suitable for all pg-545 printers,22.07,gbp,original canon 8287b001 / pg545 printhead black,canon,
r921,source_alpha//5894393,328043,source_alpha,canon black inkjet cartridge (pg-545),,original,122.00,dkk,canon black inkjet cartridge (pg-545),,
r922,source_beta//6957570,328043,source_beta,cartridge canon pg-545 black 8287b001,,,14.56,eur,cartridge canon pg-545 black 8287b001,,
r923,source_gamma//72838471,328043,source_gamma,boje canon pg-545 bk 8ml,canon,ngjyra e zeze kapaciteti: 8ml numri faqeve: afersisht 180 faqeperputhshmeria : pixma ip2850 pixma ip2855 pixma mg2450 pixma mg2455 pixma mg2550 pixma mg2550 s pixma mg2555 pixma mg2555 s pixma mg2950 pixma mg2950 s pixma mg2955 pixma mg3050 pixma mg3051 pixma mg3052 pixma mg3053 pixma mx495 pixma tr4550 pixma tr4551 pixma ts205 pixma ts305 pixma ts3150 pixma ts3151,2300,all,boje canon pg-545 bk 8ml,canon,
r924,source_alpha//12954856,330408,source_alpha,t1204071105100 tissot seastar 1000 powermatic 80,,"the tissot seastar 1000 merges style and performance without compromising either. the diving inspiration shapes both the appearance and the functionality of this watch. it maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated swiss timepiece. the diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.additional information:collection: t-sportcase material: stainless steelcrystal: sapphiremovement: automaticcase size: 43 mmdial: blackanti-clockwise rotating bezel, ceramic bezel ring, screw-down crown and case back, see-through case backwater resistance: 30 bar (300 m) / (100 ft)model:powermatic 80.111caliber:11 1/2'''strap color: greybuckle type:folding clasp with safety and diver extensionstrap type: stainless steelpower reserve up to 80 hoursstrap reference: t6050424252 year international warrantysorry for the image, if you want i can send you the real picture of the product by email.",648.0,eur,t1204071105100 tissot seastar 1000 powermatic 80,,
r925,source_beta//4314913,330408,source_beta,tissot t120.407.11.051.00 watch seastar 1000 powermatic 80,,"| t120.407.11.051.00|tissot watch |⌚t120.407.11.051.00 ⌚| seastar 1000 powermatic 80collection | the new seastar 1000 powermatic 80 has combined all the watchmaking elements to unite two hobbies, the swiss watchmaking tradition and professional diving. it is, without a doubt, a watch designed for diving lovers",595.04,eur,tissot t120.407.11.051.00 watch seastar 1000 powermatic 80,,
r926,source_gamma//43410009,330408,source_gamma,tissot seastar 1000 automatic t120.407.11.051.00,,"descriptionthe tissot seastar 1000 merges style and performance without compromising either. the diving inspiration shapes both the appearance and the functionality of this watch. it maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated swiss timepiece. the diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.case material316l stainless steel casecase optionsanti-clockwise rotating bezel, ceramic bezel ring, screw-down crown and case back, see-through case backwidth43crystalscratch-resistant sapphire crystalmovementswissautomatic,powermatic 80.111water resistancewater-resistant up to a pressure of 30 bar (300 m / 1000 ft)power reservepower reserve up to 80 hoursdial colorblackstrap detailsstainless steelstrap colorsilverwarranty2 years of international warranty","2,550.00",myr,tissot seastar 1000 automatic t120.407.11.051.00,,
r927,source_alpha//49957312,330408,source_alpha,tissot stainless steel t-sport men's watch - t1204071105100,tissot,the automatic choice,715.00,usd,tissot stainless steel t-sport men's watch - t1204071105100,tissot,
r928,source_beta//59006657,330408,source_beta,tissot t120.407.11.051.00 seastar 1000 powermatic 80 black dial 43mm,,"the automatic choice for divers. with its high water-resistance up to a pressure of 30 bar (300 m/1000 ft), screw-down crown and caseback as well as its unidirectional ceramic bezel, the tissot seastar 1000 is the ultimate diving watch, now combined with the energy of the powermatic 80 movement. water resistance up to a pressure of 30 bar (300 m / 1000 ft) case material 316l stainless steel case length 43 width 43 thickness 12.7 case options ceramic bezel, see-through case back crystal scratch-resistant sapphire crystal dial color black movement swiss automatic model powermatic 80.111 caliber 11 1/2''' caliber diameter (mm): 25,6 jewels 23 power reserve power reserve up to 80 hours strap details stainless steel strap color grey",16450000,vnd,tissot t120.407.11.051.00 seastar 1000 powermatic 80 black dial 43mm,,
r929,source_gamma//64481345,330408,source_gamma,tissot seastar 1000 powermatic 80 watch t1204071105100,,tissot seastar 1000 powermatic 80 watch t1204071105100,,,tissot seastar 1000 powermatic 80 watch t1204071105100,,
r930,source_alpha//14345451,3329047,source_alpha,obiectiv foto canon ef-s 10-18mm f/4.5-5.6 is stm,,,,,obiectiv foto canon ef-s 10-18mm f/4.5-5.6 is stm,,
r931,source_beta//24160389,3329047,source_beta,canon ef-s 10-18mm f4.5-5.6 is stm,,"with a compact, lightweight design that’s ideal for travel, this ultra-wide-angle ef-s zoom lens lets you fit more in every shot for dramatic landscapes and expressive architectural images.",195.00,gbp,canon ef-s 10-18mm f4.5-5.6 is stm,,
r932,source_gamma//2638299,3329047,source_gamma,canon ef-s 10-18mm f/4.5-5.6 is stm lens,,an ultra-wide-angle ef-s zoom lens that lets you get more in every shot,199.99,gbp,canon ef-s 10-18mm f/4.5-5.6 is stm lens,,
r933,source_alpha//27365404,3329047,source_alpha,canon ef-s 10-18/4.5-5.6 is stm,canon,,23126,eur,canon ef-s 10-18/4.5-5.6 is stm,canon,
r934,source_beta//29882800,3329047,source_beta,canon ef-s 10-18 f/4.5-5.6 is stm,canon,,,,canon ef-s 10-18 f/4.5-5.6 is stm,canon,
r935,source_gamma//30168739,3329047,source_gamma,canon ef-s 10-18 mm f/4.5-5.6 is stm reflex lens,,,2.593e2,eur,canon ef-s 10-18 mm f/4.5-5.6 is stm reflex lens,,
r936,source_alpha//17112206,3347860,source_alpha,osram cfl square 28w 835 4p gr10q | zimna biel - 4-piny,,,,,osram cfl square 28w 835 4p gr10q | zimna biel - 4-piny,,
r937,source_beta//3445782,3347860,source_beta,osram cfl square 28w/835 4-pin gr10q lumilux white 816982,,,8.1,eur,osram cfl square 28w/835 4-pin gr10q lumilux white 816982,,
r938,source_gamma//3583364,3347860,source_gamma,osram cfl square 28w 835 4p gr10q | kaltweiß - 4-stift,,,,,osram cfl square 28w 835 4p gr10q | kaltweiß - 4-stift,,
r939,source_alpha//37564415,3347860,source_alpha,gr10q cfl square 28w 3500k /835 4 pins osram,osram,,5.38,,gr10q cfl square 28w 3500k /835 4 pins osram,osram,
r940,source_beta//47095568,3347860,source_beta,cfl square brezel 28w 835 gr10q 4-pin,,,9.11,eur,cfl square brezel 28w 835 gr10q 4-pin,,
r941,source_gamma//61724022,3347860,source_gamma,osram cfl square 28w/835 gr10q - 4pin,,,9.15,eur,osram cfl square 28w/835 gr10q - 4pin,,
